Time,Tv_avg,rho_V_avg,Q_VL,Q_L,Q_V,V_L,B_L,BOG,drho_V_avg,dV_L,T_BOG,Q_Vw,Q_tot
802800,255.297,0.830625,273.501,10071.1,6047.49,43989.8,0.0178908,0.0193586,-3.38273e-08,-2.6247e-05,260.066,4233.24,24504.5
806400,255.332,0.830503,273.7,10071,6038.33,43989.7,0.0178863,0.0193467,-3.36613e-08,-2.62403e-05,260.128,4226.83,24498.3
810000,255.367,0.830382,273.898,10071,6029.23,43989.7,0.0178817,0.0193327,-3.34452e-08,-2.62337e-05,260.189,4220.46,24492.1
813600,255.401,0.830262,274.095,10071,6020.18,43989.6,0.0178772,0.0193184,-3.32221e-08,-2.62271e-05,260.251,4214.13,24485.9
817200,255.436,0.830143,274.29,10071,6011.19,43989.5,0.0178728,0.0193045,-3.3009e-08,-2.62206e-05,260.312,4207.84,24479.8
820800,255.47,0.830025,274.484,10071,6002.25,43989.4,0.0178683,0.0192901,-3.27821e-08,-2.62141e-05,260.372,4201.58,24473.7
824400,255.504,0.829907,274.676,10070.9,5993.38,43989.3,0.0178639,0.0192752,-3.25442e-08,-2.62076e-05,260.433,4195.36,24467.7
828000,255.538,0.82979,274.866,10070.9,5984.56,43989.2,0.0178595,0.019261,-3.23199e-08,-2.62011e-05,260.493,4189.19,24461.6
831600,255.572,0.829674,275.054,10070.9,5975.8,43989.1,0.0178552,0.0192489,-3.21433e-08,-2.61947e-05,260.553,4183.06,24455.7
835200,255.605,0.829559,275.243,10070.9,5967.06,43989,0.0178508,0.0192369,-3.19691e-08,-2.61884e-05,260.613,4176.95,24449.7
838800,255.639,0.829444,275.43,10070.8,5958.39,43988.9,0.0178465,0.0192232,-3.17556e-08,-2.61821e-05,260.672,4170.87,24443.8
842400,255.672,0.82933,275.616,10070.8,5949.77,43988.8,0.0178422,0.0192097,-3.15477e-08,-2.61758e-05,260.731,4164.84,24438
846000,255.705,0.829217,275.801,10070.8,5941.2,43988.7,0.017838,0.0191969,-3.13523e-08,-2.61695e-05,260.79,4158.84,24432.1
849600,255.737,0.829104,275.985,10070.8,5932.67,43988.6,0.0178337,0.0191834,-3.11413e-08,-2.61633e-05,260.849,4152.87,24426.3
853200,255.77,0.828993,276.166,10070.8,5924.21,43988.5,0.0178295,0.0191692,-3.09139e-08,-2.61571e-05,260.907,4146.95,24420.6
856800,255.802,0.828882,276.346,10070.7,5915.8,43988.4,0.0178254,0.0191554,-3.06958e-08,-2.6151e-05,260.966,4141.06,24414.8
860400,255.834,0.828772,276.524,10070.7,5907.45,43988.3,0.0178212,0.019142,-3.0487e-08,-2.61449e-05,261.024,4135.22,24409.1
864000,255.866,0.828662,276.701,10070.7,5899.15,43988.2,0.0178171,0.0191316,-3.03431e-08,-2.61388e-05,261.081,4129.4,24403.5
867600,255.898,0.828553,276.879,10070.7,5890.87,43988.1,0.017813,0.0191192,-3.01548e-08,-2.61328e-05,261.139,4123.61,24397.8
871200,255.929,0.828445,277.055,10070.7,5882.66,43988.1,0.0178089,0.0191055,-2.99373e-08,-2.61268e-05,261.196,4117.86,24392.3
874800,255.961,0.828338,277.229,10070.6,5874.5,43988,0.0178048,0.0190928,-2.97409e-08,-2.61208e-05,261.253,4112.15,24386.7
878400,255.992,0.828231,277.402,10070.6,5866.39,43987.9,0.0178008,0.0190804,-2.95506e-08,-2.61149e-05,261.31,4106.47,24381.2
882000,256.023,0.828125,277.574,10070.6,5858.32,43987.8,0.0177968,0.0190688,-2.93775e-08,-2.6109e-05,261.366,4100.82,24375.7
885600,256.054,0.82802,277.746,10070.6,5850.3,43987.7,0.0177928,0.0190564,-2.91851e-08,-2.61032e-05,261.423,4095.21,24370.2
889200,256.084,0.827915,277.915,10070.5,5842.33,43987.6,0.0177888,0.0190441,-2.89975e-08,-2.60974e-05,261.479,4089.63,24364.8
892800,256.115,0.827811,278.084,10070.5,5834.4,43987.5,0.0177849,0.0190318,-2.88066e-08,-2.60916e-05,261.534,4084.08,24359.4
896400,256.145,0.827707,278.252,10070.5,5826.53,43987.4,0.0177809,0.0190192,-2.86092e-08,-2.60858e-05,261.59,4078.57,24354
900000,256.175,0.827605,278.418,10070.5,5818.71,43987.3,0.0177771,0.0190072,-2.84241e-08,-2.60801e-05,261.645,4073.1,24348.7
903600,256.205,0.827503,278.583,10070.5,5810.93,43987.2,0.0177732,0.0189956,-2.82491e-08,-2.60744e-05,261.7,4067.65,24343.4
907200,256.234,0.827401,278.748,10070.4,5803.2,43987.1,0.0177693,0.0189842,-2.80767e-08,-2.60688e-05,261.755,4062.24,24338.1
910800,256.264,0.827301,278.911,10070.4,5795.51,43987,0.0177655,0.0189718,-2.78817e-08,-2.60632e-05,261.809,4056.86,24332.9
914400,256.293,0.827201,279.073,10070.4,5787.88,43986.9,0.0177617,0.0189591,-2.76796e-08,-2.60576e-05,261.864,4051.51,24327.7
918000,256.322,0.827101,279.233,10070.4,5780.29,43986.8,0.0177579,0.0189478,-2.75083e-08,-2.60521e-05,261.918,4046.2,24322.5
921600,256.351,0.827003,279.393,10070.4,5772.75,43986.7,0.0177542,0.0189366,-2.73403e-08,-2.60466e-05,261.972,4040.92,24317.3
925200,256.38,0.826904,279.551,10070.3,5765.25,43986.6,0.0177505,0.0189248,-2.71562e-08,-2.60411e-05,262.025,4035.67,24312.2
928800,256.409,0.826807,279.709,10070.3,5757.8,43986.5,0.0177467,0.0189133,-2.69798e-08,-2.60356e-05,262.079,4030.46,24307.2
932400,256.437,0.82671,279.865,10070.3,5750.39,43986.5,0.0177431,0.018902,-2.68062e-08,-2.60302e-05,262.132,4025.27,24302.1
936000,256.465,0.826614,280.02,10070.3,5743.03,43986.4,0.0177394,0.0188906,-2.66311e-08,-2.60249e-05,262.184,4020.12,24297.1
939600,256.494,0.826518,280.175,10070.2,5735.72,43986.3,0.0177358,0.0188792,-2.64547e-08,-2.60195e-05,262.237,4015,24292.1
943200,256.521,0.826424,280.328,10070.2,5728.45,43986.2,0.0177321,0.018868,-2.62814e-08,-2.60142e-05,262.289,4009.91,24287.1
946800,256.549,0.826329,280.48,10070.2,5721.22,43986.1,0.0177285,0.0188574,-2.61214e-08,-2.60089e-05,262.342,4004.85,24282.2
950400,256.577,0.826236,280.632,10070.2,5714.03,43986,0.017725,0.0188464,-2.59543e-08,-2.60037e-05,262.393,3999.82,24277.3
954000,256.604,0.826142,280.782,10070.2,5706.89,43985.9,0.0177214,0.0188343,-2.5759e-08,-2.59985e-05,262.445,3994.83,24272.4
957600,256.631,0.82605,280.93,10070.1,5699.81,43985.8,0.0177179,0.0188231,-2.55843e-08,-2.59933e-05,262.497,3989.87,24267.6
961200,256.658,0.825958,281.079,10070.1,5692.76,43985.7,0.0177144,0.018815,-2.5481e-08,-2.59881e-05,262.548,3984.93,24262.8
964800,256.685,0.825867,281.228,10070.1,5685.73,43985.6,0.0177109,0.0188042,-2.53136e-08,-2.5983e-05,262.599,3980.01,24258
968400,256.712,0.825776,281.374,10070.1,5678.77,43985.5,0.0177074,0.0187921,-2.5117e-08,-2.59779e-05,262.649,3975.14,24253.3
972000,256.739,0.825686,281.519,10070.1,5671.84,43985.4,0.0177039,0.0187814,-2.49541e-08,-2.59729e-05,262.7,3970.29,24248.5
975600,256.765,0.825596,281.664,10070,5664.96,43985.3,0.0177005,0.0187714,-2.48032e-08,-2.59678e-05,262.75,3965.47,24243.8
979200,256.791,0.825507,281.808,10070,5658.11,43985.2,0.0176971,0.0187605,-2.46337e-08,-2.59628e-05,262.8,3960.68,24239.2
982800,256.818,0.825419,281.95,10070,5651.32,43985.1,0.0176937,0.0187482,-2.44318e-08,-2.59579e-05,262.85,3955.93,24234.5
986400,256.843,0.825331,282.09,10070,5644.58,43985.1,0.0176904,0.0187381,-2.42782e-08,-2.59529e-05,262.899,3951.21,24229.9
990000,256.869,0.825244,282.231,10069.9,5637.87,43985,0.017687,0.0187283,-2.41312e-08,-2.5948e-05,262.949,3946.51,24225.4
993600,256.895,0.825157,282.37,10069.9,5631.21,43984.9,0.0176837,0.0187184,-2.39809e-08,-2.59432e-05,262.998,3941.84,24220.8
997200,256.92,0.825071,282.509,10069.9,5624.58,43984.8,0.0176804,0.0187079,-2.38182e-08,-2.59383e-05,263.046,3937.2,24216.3
1000800,256.946,0.824986,282.646,10069.9,5618,43984.7,0.0176771,0.0186991,-2.36921e-08,-2.59335e-05,263.095,3932.6,24211.8
1004400,256.971,0.824901,282.784,10069.9,5611.43,43984.6,0.0176739,0.0186892,-2.35401e-08,-2.59287e-05,263.143,3928,24207.3
1008000,256.996,0.824817,282.92,10069.8,5604.93,43984.5,0.0176706,0.0186783,-2.33677e-08,-2.5924e-05,263.191,3923.45,24202.9
1011600,257.021,0.824733,283.055,10069.8,5598.46,43984.4,0.0176674,0.0186694,-2.32379e-08,-2.59192e-05,263.239,3918.92,24198.5
1015200,257.045,0.824649,283.19,10069.8,5592.02,43984.3,0.0176642,0.0186581,-2.30534e-08,-2.59145e-05,263.287,3914.42,24194.1
1018800,257.07,0.824567,283.322,10069.8,5585.65,43984.2,0.017661,0.0186471,-2.28765e-08,-2.59099e-05,263.334,3909.95,24189.7
1022400,257.094,0.824484,283.454,10069.8,5579.31,43984.1,0.0176579,0.0186379,-2.27384e-08,-2.59052e-05,263.382,3905.51,24185.4
1026000,257.118,0.824403,283.585,10069.7,5573,43984,0.0176547,0.0186286,-2.25999e-08,-2.59006e-05,263.429,3901.1,24181.1
1029600,257.142,0.824322,283.715,10069.7,5566.74,43983.9,0.0176516,0.0186198,-2.24705e-08,-2.5896e-05,263.475,3896.72,24176.8
1033200,257.166,0.824241,283.846,10069.7,5560.5,43983.8,0.0176485,0.0186113,-2.2347e-08,-2.58915e-05,263.522,3892.35,24172.6
1036800,257.19,0.824161,283.975,10069.7,5554.3,43983.7,0.0176454,0.0186017,-2.2198e-08,-2.58869e-05,263.568,3888.01,24168.3
1040400,257.214,0.824081,284.104,10069.6,5548.14,43983.7,0.0176423,0.0185902,-2.20082e-08,-2.58824e-05,263.614,3883.7,24164.1
1044000,257.237,0.824002,284.23,10069.6,5542.04,43983.6,0.0176393,0.0185801,-2.18466e-08,-2.5878e-05,263.66,3879.43,24160
1047600,257.261,0.823924,284.356,10069.6,5535.97,43983.5,0.0176363,0.0185714,-2.17179e-08,-2.58735e-05,263.706,3875.18,24155.8
1051200,257.284,0.823846,284.481,10069.6,5529.94,43983.4,0.0176332,0.0185635,-2.16078e-08,-2.58691e-05,263.751,3870.96,24151.7
1054800,257.307,0.823768,284.607,10069.6,5523.92,43983.3,0.0176302,0.0185551,-2.14847e-08,-2.58647e-05,263.796,3866.75,24147.6
1058400,257.33,0.823691,284.731,10069.5,5517.95,43983.2,0.0176273,0.0185445,-2.13117e-08,-2.58604e-05,263.841,3862.57,24143.5
1062000,257.352,0.823615,284.853,10069.5,5512.03,43983.1,0.0176243,0.0185346,-2.11526e-08,-2.5856e-05,263.886,3858.42,24139.5
1065600,257.375,0.823539,284.975,10069.5,5506.15,43983,0.0176214,0.0185251,-2.10033e-08,-2.58517e-05,263.93,3854.31,24135.5
1069200,257.397,0.823464,285.096,10069.5,5500.31,43982.9,0.0176185,0.0185159,-2.08613e-08,-2.58474e-05,263.974,3850.22,24131.5
1072800,257.42,0.823389,285.216,10069.5,5494.5,43982.8,0.0176156,0.0185094,-2.07793e-08,-2.58432e-05,264.018,3846.15,24127.5
1076400,257.442,0.823314,285.337,10069.4,5488.7,43982.7,0.0176127,0.0185017,-2.06684e-08,-2.5839e-05,264.062,3842.09,24123.5
1080000,257.464,0.82324,285.457,10069.4,5482.95,43982.6,0.0176098,0.0184902,-2.04727e-08,-2.58348e-05,264.106,3838.07,24119.6
1083600,257.486,0.823167,285.574,10069.4,5477.26,43982.5,0.017607,0.0184804,-2.03137e-08,-2.58306e-05,264.149,3834.08,24115.7
1087200,257.508,0.823094,285.691,10069.4,5471.59,43982.4,0.0176042,0.0184724,-2.01965e-08,-2.58264e-05,264.192,3830.12,24111.9
1090800,257.529,0.823021,285.807,10069.4,5465.96,43982.3,0.0176013,0.0184655,-2.0104e-08,-2.58223e-05,264.235,3826.17,24108
1094400,257.551,0.822949,285.924,10069.3,5460.35,43982.3,0.0175985,0.0184572,-1.99797e-08,-2.58182e-05,264.278,3822.24,24104.2
1098000,257.572,0.822877,286.039,10069.3,5454.78,43982.2,0.0175958,0.0184465,-1.97999e-08,-2.58141e-05,264.32,3818.35,24100.4
1101600,257.593,0.822806,286.153,10069.3,5449.26,43982.1,0.017593,0.0184373,-1.96517e-08,-2.58101e-05,264.363,3814.48,24096.6
1105200,257.615,0.822736,286.266,10069.3,5443.78,43982,0.0175903,0.0184296,-1.95384e-08,-2.58061e-05,264.405,3810.64,24092.9
1108800,257.636,0.822666,286.379,10069.2,5438.32,43981.9,0.0175876,0.0184228,-1.94456e-08,-2.58021e-05,264.446,3806.82,24089.1
1112400,257.656,0.822596,286.492,10069.2,5432.88,43981.8,0.0175848,0.0184146,-1.93221e-08,-2.57981e-05,264.488,3803.02,24085.4
1116000,257.677,0.822527,286.603,10069.2,5427.49,43981.7,0.0175822,0.0184048,-1.91595e-08,-2.57942e-05,264.529,3799.24,24081.7
1119600,257.698,0.822458,286.713,10069.2,5422.14,43981.6,0.0175795,0.0183965,-1.90328e-08,-2.57902e-05,264.571,3795.5,24078.1
1123200,257.718,0.82239,286.823,10069.2,5416.82,43981.5,0.0175768,0.0183889,-1.89199e-08,-2.57863e-05,264.612,3791.77,24074.4
1126800,257.738,0.822322,286.932,10069.1,5411.53,43981.4,0.0175742,0.0183813,-1.88073e-08,-2.57825e-05,264.652,3788.07,24070.8
1130400,257.759,0.822254,287.041,10069.1,5406.26,43981.3,0.0175716,0.0183729,-1.86755e-08,-2.57786e-05,264.693,3784.38,24067.2
1134000,257.779,0.822187,287.148,10069.1,5401.05,43981.2,0.017569,0.0183633,-1.8518e-08,-2.57748e-05,264.733,3780.73,24063.7
1137600,257.799,0.822121,287.254,10069.1,5395.87,43981.1,0.0175664,0.0183573,-1.84393e-08,-2.5771e-05,264.773,3777.11,24060.1
1141200,257.818,0.822055,287.362,10069.1,5390.69,43981,0.0175638,0.0183499,-1.833e-08,-2.57672e-05,264.813,3773.48,24056.6
1144800,257.838,0.821989,287.467,10069,5385.57,43981,0.0175612,0.01834,-1.81617e-08,-2.57635e-05,264.853,3769.9,24053.1
1148400,257.858,0.821924,287.572,10069,5380.49,43980.9,0.0175587,0.018332,-1.80378e-08,-2.57597e-05,264.892,3766.34,24049.6
1152000,257.877,0.821859,287.675,10069,5375.43,43980.8,0.0175562,0.0183263,-1.79668e-08,-2.5756e-05,264.932,3762.8,24046.1
1155600,257.896,0.821794,287.78,10069,5370.38,43980.7,0.0175537,0.0183194,-1.78671e-08,-2.57524e-05,264.971,3759.27,24042.7
1159200,257.916,0.82173,287.884,10068.9,5365.38,43980.6,0.0175512,0.0183085,-1.76753e-08,-2.57487e-05,265.009,3755.77,24039.3
1162800,257.935,0.821667,287.984,10068.9,5360.44,43980.5,0.0175487,0.0183005,-1.75499e-08,-2.57451e-05,265.048,3752.31,24035.9
1166400,257.954,0.821604,288.086,10068.9,5355.51,43980.4,0.0175462,0.0182957,-1.7496e-08,-2.57414e-05,265.087,3748.86,24032.5
1170000,257.972,0.821541,288.187,10068.9,5350.59,43980.3,0.0175438,0.0182878,-1.73733e-08,-2.57379e-05,265.125,3745.42,24029.2
1173600,257.991,0.821479,288.287,10068.9,5345.73,43980.2,0.0175414,0.0182784,-1.72137e-08,-2.57343e-05,265.163,3742.01,24025.8
1177200,258.01,0.821417,288.386,10068.8,5340.9,43980.1,0.0175389,0.0182714,-1.71106e-08,-2.57307e-05,265.201,3738.63,24022.5
1180800,258.028,0.821356,288.485,10068.8,5336.09,43980,0.0175365,0.0182659,-1.70388e-08,-2.57272e-05,265.238,3735.26,24019.2
1184400,258.047,0.821295,288.584,10068.8,5331.3,43979.9,0.0175341,0.0182575,-1.6903e-08,-2.57237e-05,265.276,3731.91,24016
1188000,258.065,0.821234,288.68,10068.8,5326.57,43979.8,0.0175318,0.0182496,-1.67766e-08,-2.57202e-05,265.313,3728.6,24012.7
1191600,258.083,0.821174,288.778,10068.8,5321.84,43979.8,0.0175294,0.0182435,-1.66924e-08,-2.57168e-05,265.35,3725.29,24009.5
1195200,258.101,0.821114,288.874,10068.7,5317.15,43979.7,0.0175271,0.0182361,-1.65777e-08,-2.57134e-05,265.387,3722.01,24006.3
1198800,258.119,0.821054,288.97,10068.7,5312.49,43979.6,0.0175248,0.018227,-1.64237e-08,-2.57099e-05,265.423,3718.75,24003.1
1202400,258.137,0.820996,289.063,10068.7,5307.89,43979.5,0.0175225,0.0182215,-1.63511e-08,-2.57066e-05,265.46,3715.52,24000
1206000,258.154,0.820937,289.159,10068.7,5303.27,43979.4,0.0175201,0.0182163,-1.62846e-08,-2.57032e-05,265.496,3712.29,23996.8
1209600,258.172,0.820878,289.253,10068.6,5298.7,43979.3,0.0175179,0.0182063,-1.61104e-08,-2.56998e-05,265.532,3709.09,23993.7
1213200,258.189,0.820821,289.345,10068.6,5294.17,43979.2,0.0175156,0.018199,-1.59957e-08,-2.56965e-05,265.568,3705.92,23990.6
1216800,258.207,0.820763,289.438,10068.6,5289.66,43979.1,0.0175134,0.0181942,-1.59373e-08,-2.56932e-05,265.603,3702.77,23987.5
1220400,258.224,0.820706,289.53,10068.6,5285.17,43979,0.0175111,0.0181864,-1.58109e-08,-2.56899e-05,265.639,3699.62,23984.4
1224000,258.241,0.820649,289.621,10068.6,5280.73,43978.9,0.0175089,0.0181797,-1.57077e-08,-2.56867e-05,265.674,3696.51,23981.4
1227600,258.258,0.820593,289.712,10068.5,5276.3,43978.8,0.0175067,0.0181746,-1.56429e-08,-2.56834e-05,265.709,3693.41,23978.3
1231200,258.275,0.820537,289.803,10068.5,5271.89,43978.7,0.0175045,0.0181654,-1.5485e-08,-2.56802e-05,265.744,3690.32,23975.3
1234800,258.292,0.820481,289.891,10068.5,5267.54,43978.6,0.0175023,0.0181585,-1.53757e-08,-2.5677e-05,265.779,3687.28,23972.3
1238400,258.308,0.820426,289.98,10068.5,5263.2,43978.5,0.0175001,0.0181535,-1.5313e-08,-2.56738e-05,265.813,3684.24,23969.4
1242000,258.325,0.820371,290.069,10068.5,5258.88,43978.5,0.017498,0.0181456,-1.5181e-08,-2.56706e-05,265.847,3681.22,23966.4
1245600,258.341,0.820317,290.156,10068.4,5254.61,43978.4,0.0174958,0.018138,-1.50585e-08,-2.56675e-05,265.882,3678.22,23963.5
1249200,258.358,0.820263,290.242,10068.4,5250.36,43978.3,0.0174937,0.0181346,-1.50282e-08,-2.56644e-05,265.915,3675.25,23960.6
1252800,258.374,0.820209,290.331,10068.4,5246.1,43978.2,0.0174916,0.0181273,-1.49101e-08,-2.56613e-05,265.949,3672.27,23957.7
1256400,258.39,0.820155,290.416,10068.4,5241.92,43978.1,0.0174895,0.0181194,-1.47785e-08,-2.56582e-05,265.983,3669.34,23954.8
1260000,258.406,0.820102,290.502,10068.4,5237.73,43978,0.0174874,0.0181144,-1.47118e-08,-2.56551e-05,266.016,3666.41,23951.9
1263600,258.422,0.820049,290.587,10068.3,5233.58,43977.9,0.0174853,0.018106,-1.45696e-08,-2.56521e-05,266.049,3663.51,23949.1
1267200,258.438,0.819997,290.67,10068.3,5229.48,43977.8,0.0174833,0.0181008,-1.44965e-08,-2.56491e-05,266.082,3660.63,23946.3
1270800,258.454,0.819945,290.754,10068.3,5225.37,43977.7,0.0174812,0.0180963,-1.44429e-08,-2.56461e-05,266.115,3657.76,23943.5
1274400,258.469,0.819893,290.838,10068.3,5221.29,43977.6,0.0174792,0.018088,-1.42996e-08,-2.56431e-05,266.147,3654.9,23940.7
1278000,258.485,0.819842,290.92,10068.2,5217.26,43977.5,0.0174772,0.0180823,-1.42164e-08,-2.56401e-05,266.18,3652.08,23937.9
1281600,258.5,0.819791,291.003,10068.2,5213.23,43977.4,0.0174752,0.0180763,-1.41255e-08,-2.56372e-05,266.212,3649.26,23935.2
1285200,258.516,0.81974,291.084,10068.2,5209.25,43977.3,0.0174732,0.0180688,-1.3999e-08,-2.56342e-05,266.244,3646.48,23932.4
1288800,258.531,0.81969,291.165,10068.2,5205.29,43977.3,0.0174712,0.0180643,-1.3942e-08,-2.56313e-05,266.276,3643.7,23929.7
1292400,258.546,0.81964,291.246,10068.2,5201.34,43977.2,0.0174692,0.0180577,-1.38386e-08,-2.56284e-05,266.308,3640.94,23927
1296000,258.561,0.81959,291.325,10068.1,5197.44,43977.1,0.0174673,0.0180502,-1.37125e-08,-2.56256e-05,266.339,3638.21,23924.4
1299600,258.576,0.819541,291.404,10068.1,5193.56,43977,0.0174653,0.0180471,-1.36843e-08,-2.56227e-05,266.37,3635.49,23921.7
1303200,258.591,0.819492,291.485,10068.1,5189.67,43976.9,0.0174634,0.0180406,-1.35815e-08,-2.56199e-05,266.402,3632.77,23919
1306800,258.605,0.819443,291.562,10068.1,5185.85,43976.8,0.0174615,0.0180338,-1.34708e-08,-2.56171e-05,266.433,3630.09,23916.4
1310400,258.62,0.819395,291.641,10068.1,5182.02,43976.7,0.0174595,0.0180285,-1.33929e-08,-2.56143e-05,266.463,3627.41,23913.8
1314000,258.635,0.819347,291.717,10068,5178.24,43976.6,0.0174577,0.0180202,-1.32478e-08,-2.56115e-05,266.494,3624.77,23911.2
1317600,258.649,0.8193,291.793,10068,5174.49,43976.5,0.0174558,0.018017,-1.32171e-08,-2.56087e-05,266.524,3622.14,23908.6
1321200,258.664,0.819252,291.871,10068,5170.73,43976.4,0.0174539,0.0180115,-1.31348e-08,-2.5606e-05,266.555,3619.51,23906.1
1324800,258.678,0.819205,291.946,10068,5167.02,43976.3,0.017452,0.0180051,-1.30326e-08,-2.56032e-05,266.585,3616.92,23903.5
1328400,258.692,0.819158,292.022,10068,5163.32,43976.2,0.0174502,0.0180006,-1.29727e-08,-2.56005e-05,266.615,3614.32,23901
1332000,258.706,0.819112,292.097,10067.9,5159.65,43976.1,0.0174484,0.0179931,-1.28439e-08,-2.55978e-05,266.644,3611.75,23898.5
1335600,258.72,0.819066,292.171,10067.9,5156.01,43976.1,0.0174465,0.017988,-1.27695e-08,-2.55952e-05,266.674,3609.21,23896
1339200,258.734,0.81902,292.246,10067.9,5152.38,43976,0.0174447,0.0179824,-1.26829e-08,-2.55925e-05,266.703,3606.67,23893.5
1342800,258.748,0.818974,292.318,10067.9,5148.8,43975.9,0.0174429,0.0179762,-1.25836e-08,-2.55899e-05,266.733,3604.16,23891
1346400,258.762,0.818929,292.391,10067.8,5145.22,43975.8,0.0174411,0.0179726,-1.25404e-08,-2.55872e-05,266.762,3601.66,23888.6
1350000,258.775,0.818884,292.464,10067.8,5141.66,43975.7,0.0174393,0.0179653,-1.2417e-08,-2.55846e-05,266.791,3599.16,23886.1
1353600,258.789,0.81884,292.535,10067.8,5138.15,43975.6,0.0174376,0.0179607,-1.23523e-08,-2.5582e-05,266.819,3596.71,23883.7
1357200,258.802,0.818795,292.608,10067.8,5134.63,43975.5,0.0174358,0.0179559,-1.22812e-08,-2.55795e-05,266.848,3594.24,23881.3
1360800,258.816,0.818751,292.678,10067.8,5131.16,43975.4,0.0174341,0.01795,-1.2188e-08,-2.55769e-05,266.876,3591.81,23878.9
1364400,258.829,0.818707,292.749,10067.7,5127.68,43975.3,0.0174324,0.0179456,-1.21261e-08,-2.55744e-05,266.904,3589.38,23876.5
1368000,258.842,0.818664,292.819,10067.7,5124.25,43975.2,0.0174306,0.017939,-1.20157e-08,-2.55718e-05,266.933,3586.98,23874.2
1371600,258.855,0.818621,292.889,10067.7,5120.84,43975.1,0.0174289,0.0179346,-1.19553e-08,-2.55693e-05,266.96,3584.59,23871.9
1375200,258.868,0.818578,292.958,10067.7,5117.44,43975,0.0174272,0.0179284,-1.18527e-08,-2.55668e-05,266.988,3582.21,23869.5
1378800,258.881,0.818535,293.026,10067.7,5114.08,43975,0.0174255,0.0179237,-1.17837e-08,-2.55644e-05,267.016,3579.86,23867.2
1382400,258.894,0.818493,293.095,10067.6,5110.72,43974.9,0.0174239,0.0179188,-1.17121e-08,-2.55619e-05,267.043,3577.5,23864.9
1386000,258.907,0.818451,293.162,10067.6,5107.4,43974.8,0.0174222,0.0179133,-1.16245e-08,-2.55595e-05,267.07,3575.18,23862.6
1389600,258.92,0.818409,293.23,10067.6,5104.09,43974.7,0.0174205,0.017909,-1.15635e-08,-2.5557e-05,267.097,3572.86,23860.4
1393200,258.932,0.818368,293.297,10067.6,5100.81,43974.6,0.0174189,0.017903,-1.14642e-08,-2.55546e-05,267.124,3570.56,23858.1
1396800,258.945,0.818327,293.363,10067.6,5097.55,43974.5,0.0174173,0.0178988,-1.14059e-08,-2.55522e-05,267.151,3568.28,23855.9
1400400,258.957,0.818286,293.43,10067.5,5094.3,43974.4,0.0174156,0.0178931,-1.1315e-08,-2.55498e-05,267.178,3566.01,23853.6
1404000,258.97,0.818245,293.494,10067.5,5091.09,43974.3,0.017414,0.0178893,-1.12649e-08,-2.55475e-05,267.204,3563.76,23851.4
1407600,258.982,0.818205,293.561,10067.5,5087.87,43974.2,0.0174124,0.0178839,-1.1179e-08,-2.55451e-05,267.231,3561.51,23849.2
1411200,258.994,0.818165,293.624,10067.5,5084.71,43974.1,0.0174108,0.0178785,-1.10907e-08,-2.55428e-05,267.257,3559.3,23847.1
1414800,259.006,0.818125,293.69,10067.4,5081.54,43974,0.0174092,0.0178742,-1.10295e-08,-2.55405e-05,267.283,3557.08,23844.9
1418400,259.018,0.818085,293.753,10067.4,5078.41,43973.9,0.0174077,0.0178686,-1.0938e-08,-2.55382e-05,267.309,3554.89,23842.7
1422000,259.03,0.818046,293.817,10067.4,5075.29,43973.8,0.0174061,0.0178646,-1.08835e-08,-2.55359e-05,267.334,3552.7,23840.6
1425600,259.042,0.818007,293.88,10067.4,5072.2,43973.8,0.0174046,0.017858,-1.07687e-08,-2.55336e-05,267.36,3550.54,23838.5
1429200,259.054,0.817968,293.941,10067.4,5069.14,43973.7,0.017403,0.0178551,-1.07372e-08,-2.55313e-05,267.385,3548.4,23836.4
1432800,259.066,0.81793,294.005,10067.3,5066.06,43973.6,0.0174015,0.0178502,-1.06609e-08,-2.55291e-05,267.41,3546.24,23834.3
1436400,259.078,0.817892,294.065,10067.3,5063.04,43973.5,0.0174,0.0178458,-1.05942e-08,-2.55268e-05,267.435,3544.13,23832.2
1440000,259.089,0.817853,294.128,10067.3,5060,43973.4,0.0173984,0.0178412,-1.05255e-08,-2.55246e-05,267.46,3542,23830.1
1443600,259.101,0.817816,294.188,10067.3,5057.03,43973.3,0.017397,0.0178363,-1.0448e-08,-2.55224e-05,267.485,3539.92,23828.1
1447200,259.112,0.817778,294.25,10067.3,5054.03,43973.2,0.0173955,0.0178322,-1.03891e-08,-2.55202e-05,267.51,3537.82,23826
1450800,259.124,0.817741,294.309,10067.2,5051.09,43973.1,0.017394,0.0178271,-1.03067e-08,-2.55181e-05,267.534,3535.76,23824
1454400,259.135,0.817704,294.37,10067.2,5048.14,43973,0.0173925,0.017823,-1.02467e-08,-2.55159e-05,267.559,3533.69,23822
1458000,259.146,0.817667,294.429,10067.2,5045.22,43972.9,0.017391,0.0178175,-1.0154e-08,-2.55137e-05,267.583,3531.66,23820
1461600,259.157,0.817631,294.487,10067.2,5042.33,43972.8,0.0173896,0.017814,-1.01092e-08,-2.55116e-05,267.607,3529.63,23818
1465200,259.168,0.817595,294.547,10067.2,5039.44,43972.7,0.0173881,0.0178099,-1.00481e-08,-2.55095e-05,267.631,3527.61,23816
1468800,259.179,0.817559,294.605,10067.1,5036.58,43972.7,0.0173867,0.0178058,-9.988e-09,-2.55074e-05,267.654,3525.6,23814
