Time,Tv_avg,rho_V_avg,Q_VL,Q_L,Q_V,Q_Vw,Q_env_w,Q_w_L,Q_tot,V_L,B_L,BOG,dV_L,Tw_avg,drho_V_avg,T_w_raw_0,T_w_raw_1,T_w_raw_2,T_w_raw_3,T_w_raw_4,T_w_raw_5,T_w_raw_6,T_w_raw_7,T_w_raw_8,T_w_raw_9,T_w_raw_10,T_w_raw_11,T_w_raw_12,T_w_raw_13,T_w_raw_14,T_w_raw_15,T_w_raw_16,T_w_raw_17,T_w_raw_18,T_w_raw_19,T_w_raw_20,T_w_raw_21,T_w_raw_22,T_w_raw_23,T_w_raw_24,T_w_raw_25,T_w_raw_26,T_w_raw_27,T_w_raw_28,T_w_raw_29,T_w_raw_30,T_w_raw_31,T_w_raw_32,T_w_raw_33,T_w_raw_34,T_w_raw_35,T_w_raw_36,T_w_raw_37,T_w_raw_38,T_w_raw_39,T_w_raw_40,T_w_raw_41,T_w_raw_42,T_w_raw_43,T_w_raw_44,T_w_raw_45,T_w_raw_46,T_V_raw_0,T_V_raw_1,T_V_raw_2,T_V_raw_3,T_V_raw_4,T_V_raw_5,T_V_raw_6,T_V_raw_7,T_V_raw_8,T_V_raw_9,T_V_raw_10,T_V_raw_11,T_V_raw_12,T_V_raw_13,T_V_raw_14,T_V_raw_15,T_V_raw_16,T_V_raw_17,T_V_raw_18,T_V_raw_19,T_V_raw_20,T_V_raw_21,T_V_raw_22,T_V_raw_23,T_V_raw_24,T_V_raw_25,T_V_raw_26,T_V_raw_27,T_V_raw_28,T_V_raw_29,T_V_raw_30,Q_b,Q_L_inst,T_BOG
0,239.834,0.889961,-3.42315e-11,1.26195e+06,1007.61,705.327,-1.97071e-09,-1.26195e+06,1.27258e+06,83622.5,0.929116,0.929116,0,278.211,0,241.531,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.479,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,239.834,9926.68,19139.7,239.834
1728,239.888,0.889746,21.8562,138206,1030.85,721.592,-6179.43,-138206,149118,83622,0.108871,0.109219,-0.000224305,275.093,-1.24239e-07,240.016,245.968,251.687,256.981,261.7,265.752,269.103,271.775,273.828,275.349,276.435,277.185,277.684,278.006,278.205,278.325,278.395,278.435,278.456,278.467,278.473,278.476,278.477,278.478,278.478,278.479,278.479,278.479,278.479,278.479,278.479,278.479,278.48,278.481,278.482,278.485,278.491,278.499,278.513,278.535,278.567,278.616,278.687,278.786,278.922,279.105,279.344,239.834,239.851,239.863,239.873,239.88,239.885,239.888,239.89,239.891,239.892,239.893,239.893,239.893,239.893,239.893,239.893,239.893,239.893,239.893,239.893,239.893,239.893,239.893,239.893,239.893,239.893,239.893,239.893,239.893,239.893,239.893,10168.1,19605.2,239.893
3456,239.939,0.889531,31.9006,97046.6,1053.7,737.591,-8869.98,-97046.6,108222,83621.7,0.0790132,0.0794428,-0.000121985,273.76,-1.22255e-07,239.964,244.184,248.321,252.302,256.06,259.542,262.709,265.535,268.011,270.14,271.935,273.423,274.633,275.599,276.356,276.939,277.379,277.706,277.945,278.115,278.235,278.319,278.375,278.413,278.438,278.454,278.465,278.472,278.478,278.483,278.488,278.495,278.504,278.516,278.533,278.557,278.589,278.632,278.69,278.766,278.864,278.99,279.148,279.345,279.588,279.883,280.237,239.834,239.859,239.879,239.896,239.91,239.921,239.93,239.936,239.941,239.945,239.948,239.95,239.951,239.952,239.952,239.953,239.953,239.953,239.953,239.953,239.953,239.953,239.953,239.953,239.953,239.953,239.953,239.953,239.953,239.953,239.953,10405.8,20063.4,239.953
5184,239.988,0.889324,39.8004,79076.9,1075.82,753.075,-10760.4,-79076.9,90505.6,83621.5,0.0660785,0.0665125,-9.98106e-05,272.788,-1.18745e-07,239.94,243.39,246.794,250.111,253.304,256.338,259.186,261.826,264.243,266.427,268.378,270.097,271.595,272.883,273.978,274.896,275.657,276.28,276.784,277.187,277.505,277.753,277.945,278.091,278.202,278.287,278.35,278.4,278.439,278.472,278.502,278.533,278.566,278.605,278.651,278.709,278.78,278.868,278.977,279.109,279.271,279.465,279.698,279.973,280.297,280.674,281.11,239.834,239.865,239.892,239.915,239.935,239.951,239.965,239.976,239.985,239.992,239.998,240.003,240.006,240.008,240.01,240.012,240.013,240.013,240.014,240.014,240.014,240.015,240.015,240.015,240.015,240.015,240.015,240.015,240.015,240.015,240.015,10635.9,20507.1,240.015
6912,240.036,0.889121,46.6305,68421.4,1096.83,767.784,-12148,-68421.4,80090.6,83621.4,0.0584745,0.0589067,-8.76878e-05,272.008,-1.159e-07,239.926,242.916,245.876,248.778,251.599,254.313,256.902,259.347,261.636,263.757,265.706,267.478,269.076,270.503,271.766,272.872,273.834,274.661,275.367,275.963,276.463,276.879,277.222,277.503,277.732,277.919,278.072,278.198,278.304,278.395,278.477,278.555,278.633,278.715,278.806,278.908,279.026,279.164,279.324,279.512,279.732,279.987,280.282,280.621,281.008,281.448,281.945,239.834,239.871,239.903,239.932,239.957,239.978,239.996,240.012,240.025,240.036,240.045,240.052,240.058,240.063,240.066,240.069,240.071,240.073,240.074,240.075,240.076,240.076,240.077,240.077,240.077,240.077,240.078,240.078,240.078,240.078,240.078,10854.8,20929.2,240.078
8640,240.083,0.888923,52.7832,61169.5,1116.38,781.469,-13155.5,-61169.5,73062.8,83621.2,0.0533434,0.0537716,-7.97207e-05,271.353,-1.13348e-07,239.916,242.592,245.246,247.858,250.412,252.888,255.272,257.549,259.709,261.741,263.64,265.401,267.021,268.501,269.844,271.052,272.132,273.09,273.934,274.672,275.315,275.869,276.346,276.754,277.103,277.4,277.654,277.872,278.063,278.232,278.386,278.529,278.67,278.81,278.957,279.114,279.287,279.478,279.693,279.935,280.209,280.518,280.867,281.258,281.697,282.186,282.728,239.834,239.876,239.914,239.947,239.976,240.002,240.025,240.045,240.062,240.076,240.088,240.099,240.107,240.114,240.12,240.125,240.129,240.132,240.134,240.136,240.137,240.138,240.139,240.14,240.14,240.141,240.141,240.141,240.141,240.141,240.141,11059.1,21323,240.141
10368,240.129,0.888729,58.4468,55829.2,1134.15,793.902,-13866.2,-55829.2,67927.1,83621.1,0.0495938,0.0500163,-7.39694e-05,270.787,-1.10903e-07,239.909,242.353,244.779,247.175,249.525,251.815,254.034,256.17,258.214,260.157,261.993,263.717,265.327,266.819,268.196,269.456,270.606,271.645,272.583,273.422,274.171,274.835,275.423,275.939,276.395,276.795,277.149,277.461,277.742,277.995,278.229,278.448,278.66,278.868,279.08,279.299,279.531,279.779,280.05,280.346,280.671,281.03,281.427,281.863,282.344,282.87,283.446,239.834,239.881,239.923,239.961,239.995,240.025,240.052,240.075,240.096,240.114,240.129,240.143,240.154,240.164,240.172,240.179,240.184,240.189,240.193,240.196,240.198,240.2,240.202,240.203,240.204,240.204,240.205,240.205,240.206,240.206,240.206,11245.5,21682.5,240.206
12096,240.174,0.88854,63.7213,51686.2,1149.82,804.873,-14339.8,-51686.2,63965.9,83621,0.0467017,0.0471174,-6.95683e-05,270.288,-1.08454e-07,239.904,242.167,244.417,246.641,248.83,250.971,253.055,255.071,257.014,258.873,260.646,262.324,263.908,265.393,266.779,268.065,269.254,270.346,271.347,272.258,273.087,273.835,274.511,275.118,275.666,276.157,276.602,277.003,277.37,277.707,278.022,278.318,278.604,278.884,279.163,279.447,279.74,280.048,280.374,280.722,281.098,281.503,281.941,282.416,282.931,283.486,284.085,239.834,239.885,239.932,239.974,240.012,240.046,240.077,240.104,240.128,240.15,240.168,240.185,240.199,240.211,240.222,240.231,240.238,240.245,240.25,240.254,240.258,240.261,240.263,240.265,240.267,240.268,240.269,240.27,240.27,240.271,240.271,11411.1,22001.8,240.271
13824,240.218,0.888355,68.6629,48357.6,1163.14,814.198,-14607.8,-48357.6,60793.8,83620.9,0.0443858,0.0447935,-6.60586e-05,269.84,-1.0593e-07,239.899,242.017,244.125,246.211,248.268,250.286,252.256,254.171,256.025,257.809,259.521,261.153,262.705,264.172,265.555,266.85,268.061,269.187,270.23,271.194,272.081,272.895,273.642,274.324,274.949,275.521,276.045,276.527,276.973,277.389,277.78,278.152,278.51,278.859,279.206,279.553,279.908,280.272,280.652,281.051,281.473,281.92,282.396,282.904,283.445,284.022,284.635,239.834,239.889,239.94,239.986,240.028,240.066,240.1,240.131,240.159,240.184,240.206,240.225,240.242,240.257,240.27,240.281,240.291,240.299,240.306,240.312,240.317,240.321,240.325,240.328,240.33,240.332,240.333,240.334,240.335,240.335,240.336,11553.3,22276,240.336
15552,240.261,0.888174,73.3062,45611.6,1173.88,821.717,-14689.7,-45611.6,58176.5,83620.8,0.0424748,0.0428735,-6.31728e-05,269.432,-1.03282e-07,239.895,241.894,243.883,245.855,247.802,249.716,251.591,253.419,255.194,256.912,258.567,260.155,261.673,263.119,264.49,265.787,267.008,268.154,269.228,270.229,271.161,272.027,272.83,273.574,274.264,274.903,275.498,276.051,276.569,277.056,277.517,277.959,278.385,278.8,279.21,279.618,280.03,280.449,280.879,281.324,281.788,282.272,282.781,283.315,283.877,284.467,285.088,239.834,239.893,239.947,239.997,240.043,240.085,240.123,240.157,240.188,240.216,240.241,240.264,240.284,240.301,240.317,240.33,240.342,240.352,240.361,240.369,240.375,240.381,240.385,240.389,240.392,240.395,240.397,240.398,240.399,240.4,240.4,11669.9,22500.7,240.4
17280,240.303,0.887998,77.669,43301.5,1181.86,827.302,-14589.6,-43301.5,55965.4,83620.7,0.0408606,0.041249,-6.07429e-05,269.056,-1.00473e-07,239.892,241.79,243.68,245.555,247.409,249.235,251.027,252.779,254.487,256.144,257.748,259.294,260.779,262.202,263.559,264.851,266.076,267.235,268.328,269.358,270.324,271.231,272.08,272.875,273.62,274.317,274.971,275.586,276.167,276.718,277.243,277.748,278.235,278.711,279.179,279.643,280.107,280.576,281.051,281.538,282.038,282.554,283.089,283.643,284.218,284.816,285.436,239.834,239.897,239.955,240.008,240.057,240.103,240.144,240.182,240.216,240.248,240.276,240.301,240.324,240.344,240.362,240.378,240.392,240.404,240.414,240.424,240.432,240.439,240.444,240.449,240.453,240.457,240.46,240.462,240.463,240.464,240.464,11758.9,22672.4,240.464
19008,240.344,0.887826,81.7607,41333.1,1186.93,830.853,-14303.4,-41333.1,54064.8,83620.6,0.0394729,0.0398501,-5.86559e-05,268.705,-9.74828e-08,239.89,241.702,243.507,245.299,247.073,248.823,250.543,252.23,253.877,255.481,257.038,258.546,260,261.399,262.74,264.024,265.249,266.415,267.523,268.573,269.566,270.505,271.392,272.229,273.018,273.765,274.47,275.14,275.775,276.382,276.964,277.524,278.067,278.596,279.116,279.629,280.14,280.652,281.167,281.689,282.22,282.761,283.315,283.883,284.465,285.062,285.674,239.834,239.9,239.961,240.018,240.071,240.12,240.164,240.205,240.243,240.277,240.308,240.336,240.362,240.385,240.405,240.423,240.439,240.454,240.466,240.477,240.487,240.495,240.502,240.509,240.514,240.518,240.521,240.524,240.526,240.527,240.528,11819.1,22788.4,240.528
20736,240.384,0.887661,85.5866,39634.1,1189.01,832.306,-13837,-39634.1,52401.5,83620.5,0.0382585,0.0386233,-5.68334e-05,268.372,-9.42973e-08,239.888,241.625,243.357,245.078,246.782,248.466,250.124,251.753,253.347,254.903,256.419,257.89,259.315,260.691,262.017,263.291,264.513,265.683,266.799,267.865,268.879,269.844,270.76,271.632,272.46,273.248,273.997,274.713,275.396,276.051,276.681,277.291,277.881,278.458,279.022,279.579,280.13,280.678,281.227,281.777,282.331,282.892,283.458,284.032,284.614,285.202,285.798,239.834,239.903,239.968,240.028,240.084,240.136,240.184,240.228,240.268,240.306,240.34,240.37,240.398,240.424,240.447,240.467,240.486,240.502,240.517,240.529,240.541,240.551,240.559,240.566,240.573,240.578,240.582,240.585,240.588,240.589,240.59,11849.4,22846.9,240.59
22464,240.422,0.887501,89.1485,38156.6,1188.04,831.626,-13190.5,-38156.6,50926.8,83620.4,0.0371818,0.0375331,-5.52188e-05,268.051,-9.09122e-08,239.886,241.559,243.227,244.885,246.529,248.155,249.758,251.335,252.882,254.396,255.874,257.313,258.71,260.065,261.375,262.639,263.856,265.026,266.149,267.225,268.255,269.241,270.182,271.082,271.942,272.765,273.551,274.306,275.029,275.726,276.398,277.049,277.68,278.297,278.899,279.492,280.076,280.654,281.228,281.8,282.371,282.943,283.515,284.088,284.661,285.234,285.805,239.834,239.906,239.974,240.037,240.096,240.151,240.202,240.249,240.292,240.332,240.369,240.403,240.434,240.462,240.487,240.51,240.53,240.549,240.565,240.58,240.593,240.604,240.614,240.623,240.63,240.636,240.641,240.645,240.648,240.65,240.65,11849.4,22846.9,240.65
24192,240.459,0.887347,92.4472,36864,1184.02,828.816,-12371.8,-36864,49604.3,83620.3,0.0362163,0.0365532,-5.37695e-05,267.739,-8.73308e-08,239.884,241.5,243.112,244.716,246.306,247.881,249.436,250.968,252.473,253.949,255.392,256.802,258.174,259.508,260.802,262.056,263.266,264.436,265.562,266.646,267.688,268.69,269.651,270.575,271.461,272.312,273.129,273.917,274.674,275.406,276.112,276.798,277.463,278.113,278.746,279.368,279.977,280.579,281.172,281.759,282.339,282.915,283.485,284.049,284.607,285.157,285.697,239.834,239.909,239.979,240.045,240.107,240.165,240.219,240.269,240.315,240.358,240.397,240.434,240.467,240.497,240.525,240.55,240.573,240.594,240.612,240.629,240.643,240.656,240.668,240.677,240.686,240.693,240.699,240.703,240.707,240.709,240.709,11819.1,22788.4,240.709
25920,240.494,0.887199,95.4824,35718.4,1177.02,823.912,-11408.1,-35718.4,48396.7,83620.2,0.0353346,0.0356561,-5.24534e-05,267.432,-8.3563e-08,239.882,241.449,243.011,244.566,246.11,247.639,249.151,250.642,252.11,253.552,254.964,256.346,257.695,259.011,260.289,261.532,262.736,263.903,265.03,266.12,267.171,268.186,269.162,270.105,271.011,271.887,272.729,273.543,274.328,275.088,275.823,276.537,277.23,277.905,278.563,279.206,279.835,280.452,281.057,281.651,282.234,282.807,283.368,283.917,284.452,284.972,285.475,239.834,239.912,239.985,240.053,240.118,240.178,240.235,240.287,240.337,240.382,240.424,240.463,240.499,240.532,240.562,240.589,240.614,240.637,240.657,240.675,240.692,240.706,240.719,240.73,240.74,240.748,240.754,240.76,240.763,240.766,240.766,11758.9,22672.4,240.766
27648,240.528,0.887058,98.2567,34705.8,1167.12,816.981,-10288.8,-34705.8,47290.9,83620.1,0.0345273,0.0348324,-5.12461e-05,267.124,-7.96244e-08,239.881,241.403,242.922,244.434,245.935,247.425,248.898,250.353,251.786,253.197,254.582,255.939,257.267,258.564,259.828,261.06,262.257,263.42,264.547,265.64,266.697,267.721,268.71,269.666,270.59,271.483,272.346,273.181,273.989,274.771,275.529,276.264,276.978,277.673,278.348,279.007,279.648,280.274,280.884,281.478,282.057,282.62,283.165,283.692,284.199,284.683,285.141,239.834,239.914,239.989,240.06,240.128,240.191,240.25,240.305,240.357,240.405,240.449,240.491,240.529,240.564,240.596,240.626,240.653,240.678,240.7,240.72,240.738,240.754,240.768,240.781,240.792,240.801,240.808,240.814,240.818,240.821,240.822,11669.9,22500.7,240.822
29376,240.56,0.886924,100.77,33803.3,1154.46,808.125,-9074.21,-33803.3,46265.5,83620,0.0337786,0.0340668,-5.0128e-05,266.814,-7.55364e-08,239.88,241.363,242.842,244.315,245.78,247.233,248.671,250.094,251.497,252.879,254.239,255.573,256.881,258.161,259.411,260.632,261.821,262.979,264.105,265.199,266.26,267.29,268.288,269.255,270.191,271.099,271.977,272.828,273.653,274.452,275.226,275.978,276.707,277.415,278.101,278.768,279.415,280.043,280.652,281.24,281.809,282.355,282.879,283.378,283.85,284.293,284.702,239.834,239.916,239.994,240.067,240.137,240.202,240.264,240.321,240.375,240.426,240.473,240.517,240.557,240.595,240.629,240.661,240.69,240.717,240.741,240.763,240.782,240.8,240.816,240.829,240.841,240.851,240.86,240.866,240.871,240.874,240.875,11553.3,22276,240.875
31104,240.59,0.886797,103.026,32995.2,1139.25,797.476,-7775.19,-32995.2,45306.8,83619.9,0.0330787,0.0333493,-4.9083e-05,266.5,-7.13259e-08,239.879,241.326,242.771,244.209,245.64,247.061,248.468,249.861,251.237,252.593,253.929,255.242,256.531,257.795,259.032,260.242,261.423,262.575,263.698,264.791,265.854,266.887,267.891,268.866,269.811,270.728,271.618,272.481,273.317,274.128,274.914,275.675,276.413,277.128,277.821,278.49,279.137,279.761,280.362,280.939,281.491,282.016,282.512,282.978,283.411,283.807,284.164,239.834,239.918,239.998,240.073,240.145,240.212,240.276,240.336,240.393,240.446,240.495,240.541,240.584,240.623,240.66,240.694,240.725,240.754,240.78,240.803,240.825,240.844,240.861,240.876,240.889,240.9,240.909,240.916,240.921,240.925,240.926,11411.1,22001.8,240.926
32832,240.619,0.886677,105.031,32266.4,1121.7,785.193,-6421.93,-32266.4,44402.1,83619.8,0.0324181,0.0326707,-4.80993e-05,266.178,-6.70225e-08,239.878,241.293,242.706,244.114,245.514,246.905,248.285,249.651,251.001,252.334,253.648,254.942,256.214,257.462,258.686,259.884,261.057,262.202,263.321,264.411,265.474,266.508,267.515,268.494,269.445,270.368,271.265,272.135,272.978,273.796,274.588,275.355,276.097,276.814,277.506,278.172,278.814,279.428,280.016,280.576,281.106,281.604,282.069,282.498,282.887,283.234,283.535,239.834,239.92,240.001,240.079,240.152,240.222,240.288,240.35,240.409,240.464,240.515,240.563,240.608,240.65,240.689,240.725,240.758,240.788,240.816,240.842,240.865,240.885,240.904,240.92,240.934,240.946,240.956,240.964,240.969,240.973,240.974,11245.5,21682.5,240.974
34560,240.646,0.886565,106.791,31607.9,1102.09,771.464,-5039.4,-31607.9,43545.2,83619.7,0.0317925,0.0320267,-4.7167e-05,265.847,-6.266e-08,239.877,241.264,242.648,244.027,245.4,246.764,248.118,249.459,250.787,252.098,253.392,254.667,255.922,257.155,258.366,259.554,260.717,261.855,262.968,264.055,265.115,266.149,267.155,268.135,269.088,270.015,270.914,271.787,272.634,273.454,274.247,275.015,275.755,276.469,277.156,277.815,278.445,279.046,279.616,280.154,280.658,281.126,281.555,281.943,282.287,282.582,282.826,239.834,239.921,240.004,240.084,240.159,240.231,240.299,240.363,240.423,240.48,240.534,240.584,240.631,240.675,240.716,240.754,240.789,240.821,240.851,240.878,240.902,240.924,240.944,240.961,240.977,240.99,241,241.009,241.015,241.019,241.02,11059.1,21323,241.02
36288,240.671,0.886461,108.317,31007.3,1080.71,756.497,-3664.88,-31007.3,42726.9,83619.7,0.0311951,0.0314107,-4.62782e-05,265.508,-5.82747e-08,239.876,241.236,242.595,243.948,245.296,246.636,247.966,249.284,250.59,251.881,253.156,254.414,255.653,256.872,258.07,259.246,260.4,261.529,262.636,263.716,264.773,265.803,266.808,267.786,268.739,269.664,270.563,271.435,272.281,273.099,273.891,274.653,275.389,276.095,276.772,277.418,278.034,278.616,279.164,279.676,280.151,280.585,280.976,281.321,281.617,281.861,282.048,239.834,239.923,240.007,240.088,240.165,240.238,240.308,240.374,240.437,240.496,240.551,240.604,240.653,240.698,240.741,240.781,240.817,240.851,240.883,240.911,240.937,240.961,240.982,241,241.017,241.031,241.042,241.051,241.058,241.062,241.063,10854.8,20929.2,241.063
38016,240.694,0.886364,109.62,30455.1,1057.89,740.521,-2327.29,-30455.1,41941.2,83619.6,0.0306214,0.0308185,-4.54271e-05,265.158,-5.39043e-08,239.875,241.212,242.546,243.876,245.2,246.517,247.826,249.123,250.409,251.681,252.938,254.179,255.402,256.607,257.792,258.957,260.1,261.221,262.319,263.393,264.443,265.468,266.468,267.442,268.391,269.313,270.209,271.077,271.918,272.731,273.516,274.271,274.996,275.691,276.354,276.985,277.581,278.141,278.665,279.148,279.59,279.988,280.34,280.641,280.889,281.081,281.212,239.834,239.924,240.01,240.092,240.17,240.245,240.317,240.384,240.449,240.51,240.567,240.621,240.672,240.719,240.764,240.805,240.844,240.88,240.913,240.943,240.97,240.995,241.017,241.037,241.054,241.069,241.081,241.091,241.098,241.102,241.104,10635.9,20507.1,241.104
39744,240.715,0.886274,110.713,29947.9,1033.97,723.782,-1054.68,-29947.9,41188.2,83619.5,0.0300717,0.0302505,-4.46087e-05,264.799,-4.95883e-08,239.874,241.189,242.501,243.809,245.112,246.408,247.696,248.974,250.24,251.494,252.734,253.959,255.167,256.358,257.53,258.683,259.815,260.925,262.014,263.08,264.122,265.14,266.134,267.102,268.044,268.96,269.849,270.71,271.543,272.347,273.122,273.866,274.578,275.258,275.905,276.515,277.09,277.626,278.121,278.574,278.983,279.343,279.654,279.912,280.113,280.254,280.331,239.834,239.925,240.012,240.095,240.175,240.251,240.324,240.394,240.46,240.522,240.581,240.637,240.689,240.739,240.785,240.828,240.868,240.906,240.94,240.972,241.001,241.027,241.05,241.071,241.089,241.105,241.118,241.128,241.136,241.14,241.142,10405.8,20063.4,241.142
41472,240.735,0.886192,111.613,29474.4,1009.34,706.538,118.782,-29474.4,40460.7,83619.4,0.0295405,0.0297015,-4.38198e-05,264.431,-4.5366e-08,239.874,241.167,242.459,243.746,245.029,246.305,247.574,248.833,250.082,251.318,252.542,253.751,254.945,256.121,257.28,258.42,259.541,260.64,261.719,262.775,263.808,264.817,265.802,266.761,267.695,268.602,269.482,270.333,271.156,271.947,272.71,273.439,274.136,274.798,275.425,276.013,276.564,277.073,277.54,277.96,278.334,278.658,278.928,279.143,279.299,279.392,279.42,239.834,239.926,240.013,240.098,240.179,240.257,240.331,240.402,240.469,240.533,240.594,240.651,240.705,240.756,240.804,240.849,240.891,240.93,240.965,240.998,241.029,241.056,241.081,241.103,241.122,241.138,241.152,241.163,241.17,241.175,241.177,10168.1,19605.2,241.177
43200,240.753,0.886117,112.336,29025.9,984.361,689.053,1163.79,-29025.9,39754,83619.4,0.0290245,0.0291681,-4.30577e-05,264.054,-4.12766e-08,239.873,241.147,242.419,243.687,244.951,246.209,247.459,248.701,249.932,251.152,252.359,253.553,254.732,255.894,257.039,258.167,259.275,260.363,261.43,262.475,263.497,264.496,265.47,266.419,267.342,268.238,269.106,269.945,270.754,271.532,272.279,272.992,273.67,274.312,274.917,275.483,276.007,276.489,276.925,277.314,277.653,277.94,278.172,278.346,278.46,278.51,278.493,239.834,239.926,240.015,240.1,240.182,240.261,240.337,240.409,240.477,240.543,240.605,240.664,240.72,240.772,240.822,240.868,240.911,240.951,240.989,241.023,241.054,241.083,241.109,241.132,241.152,241.169,241.183,241.195,241.203,241.208,241.209,9926.68,19139.7,241.209
44928,240.769,0.88605,112.903,28605.8,959.425,671.598,2061.14,-28605.8,39075.6,83619.3,0.0285292,0.0286562,-4.23209e-05,263.671,-3.73582e-08,239.873,241.128,242.381,243.632,244.877,246.117,247.35,248.574,249.789,250.993,252.184,253.362,254.526,255.674,256.806,257.919,259.015,260.09,261.144,262.177,263.188,264.174,265.136,266.073,266.983,267.866,268.72,269.545,270.339,271.101,271.83,272.524,273.183,273.804,274.386,274.926,275.424,275.878,276.284,276.641,276.947,277.2,277.395,277.532,277.608,277.619,277.563,239.834,239.927,240.016,240.102,240.185,240.265,240.342,240.415,240.485,240.552,240.615,240.675,240.732,240.786,240.837,240.885,240.929,240.971,241.01,241.045,241.078,241.108,241.134,241.158,241.179,241.197,241.212,241.224,241.233,241.238,241.239,9685.22,18674.1,241.239
46656,240.784,0.885988,113.333,28197.4,934.916,654.441,2779.51,-28197.4,38412.7,83619.2,0.0280453,0.0281566,-4.16084e-05,263.283,-3.36473e-08,239.872,241.11,242.345,243.578,244.806,246.029,247.245,248.453,249.651,250.839,252.014,253.177,254.326,255.46,256.577,257.677,258.758,259.82,260.861,261.881,262.877,263.851,264.799,265.722,266.618,267.487,268.325,269.134,269.911,270.656,271.366,272.04,272.677,273.276,273.834,274.35,274.821,275.247,275.624,275.951,276.226,276.446,276.609,276.713,276.755,276.734,276.647,239.834,239.927,240.017,240.104,240.188,240.268,240.346,240.42,240.491,240.559,240.624,240.685,240.744,240.799,240.851,240.9,240.946,240.989,241.029,241.065,241.099,241.13,241.158,241.183,241.204,241.223,241.239,241.251,241.26,241.265,241.267,9447.56,18215.9,241.267
48384,240.797,0.885933,113.649,27806.7,911.212,637.849,3305.46,-27806.7,37775.7,83619.1,0.0275802,0.0276768,-4.09196e-05,262.892,-3.01782e-08,239.872,241.092,242.311,243.526,244.738,245.944,247.143,248.334,249.516,250.688,251.848,252.996,254.13,255.249,256.351,257.436,258.503,259.551,260.578,261.583,262.566,263.525,264.458,265.366,266.246,267.099,267.921,268.713,269.471,270.197,270.887,271.541,272.156,272.732,273.266,273.757,274.203,274.602,274.952,275.251,275.497,275.689,275.824,275.9,275.915,275.868,275.757,239.834,239.927,240.018,240.105,240.19,240.271,240.349,240.424,240.497,240.566,240.631,240.694,240.754,240.81,240.863,240.914,240.961,241.005,241.046,241.084,241.119,241.15,241.179,241.205,241.227,241.247,241.263,241.275,241.285,241.29,241.292,9217.47,17772.2,241.292
50112,240.809,0.885884,113.874,27425.9,888.68,622.076,3619.52,-27425.9,37160.4,83619.1,0.027131,0.0272141,-4.02548e-05,262.501,-2.69821e-08,239.871,241.075,242.277,243.476,244.671,245.861,247.043,248.219,249.385,250.541,251.685,252.818,253.936,255.04,256.126,257.197,258.249,259.282,260.293,261.284,262.251,263.195,264.112,265.005,265.868,266.704,267.508,268.282,269.021,269.728,270.397,271.03,271.623,272.177,272.688,273.155,273.576,273.951,274.275,274.55,274.771,274.939,275.05,275.104,275.1,275.035,274.909,239.834,239.928,240.018,240.106,240.191,240.273,240.352,240.428,240.501,240.571,240.638,240.702,240.762,240.82,240.874,240.926,240.974,241.019,241.061,241.1,241.136,241.169,241.198,241.225,241.248,241.268,241.284,241.298,241.307,241.313,241.315,8998.56,17350.1,241.315
51840,240.82,0.88584,114.031,27052.4,867.666,607.367,3709.22,-27052.4,36568.1,83619,0.0266985,0.0267695,-3.96144e-05,262.112,-2.40871e-08,239.871,241.058,242.244,243.426,244.605,245.779,246.945,248.105,249.255,250.395,251.524,252.641,253.743,254.831,255.903,256.958,257.994,259.012,260.007,260.983,261.933,262.861,263.762,264.637,265.483,266.301,267.087,267.842,268.563,269.25,269.899,270.511,271.083,271.615,272.104,272.549,272.948,273.3,273.603,273.856,274.057,274.206,274.299,274.338,274.321,274.246,274.115,239.834,239.928,240.019,240.107,240.192,240.275,240.355,240.431,240.505,240.576,240.644,240.708,240.77,240.828,240.884,240.936,240.986,241.032,241.075,241.115,241.151,241.185,241.216,241.243,241.267,241.287,241.304,241.318,241.328,241.334,241.336,8794.28,16956.3,241.336
53568,240.829,0.885801,114.145,26684.6,848.496,593.947,3555.13,-26684.6,36000.6,83618.9,0.0262841,0.0263444,-3.89995e-05,261.729,-2.15169e-08,239.87,241.041,242.211,243.377,244.54,245.697,246.848,247.991,249.126,250.25,251.363,252.464,253.55,254.623,255.679,256.718,257.738,258.74,259.719,260.678,261.612,262.523,263.407,264.265,265.093,265.893,266.661,267.397,268.099,268.766,269.395,269.988,270.539,271.051,271.519,271.945,272.324,272.657,272.942,273.178,273.364,273.499,273.582,273.612,273.59,273.515,273.387,239.834,239.928,240.019,240.108,240.193,240.277,240.357,240.434,240.509,240.58,240.649,240.714,240.777,240.836,240.892,240.946,240.996,241.043,241.087,241.128,241.165,241.2,241.231,241.259,241.283,241.305,241.322,241.336,241.346,241.352,241.354,8607.86,16596.9,241.354
