Time,Tv_avg,rho_V_avg,Q_VL,Q_L,Q_V,Q_Vw,Q_env_w,Q_w_L,Q_tot,V_L,B_L,BOG,dV_L,Tw_avg,drho_V_avg,T_w_raw_0,T_w_raw_1,T_w_raw_2,T_w_raw_3,T_w_raw_4,T_w_raw_5,T_w_raw_6,T_w_raw_7,T_w_raw_8,T_w_raw_9,T_w_raw_10,T_w_raw_11,T_w_raw_12,T_w_raw_13,T_w_raw_14,T_w_raw_15,T_w_raw_16,T_w_raw_17,T_w_raw_18,T_w_raw_19,T_w_raw_20,T_w_raw_21,T_w_raw_22,T_w_raw_23,T_w_raw_24,T_w_raw_25,T_w_raw_26,T_w_raw_27,T_w_raw_28,T_w_raw_29,T_w_raw_30,T_w_raw_31,T_w_raw_32,T_w_raw_33,T_w_raw_34,T_w_raw_35,T_w_raw_36,T_w_raw_37,T_w_raw_38,T_w_raw_39,T_w_raw_40,T_w_raw_41,T_w_raw_42,T_w_raw_43,T_w_raw_44,T_w_raw_45,T_w_raw_46,T_V_raw_0,T_V_raw_1,T_V_raw_2,T_V_raw_3,T_V_raw_4,T_V_raw_5,T_V_raw_6,T_V_raw_7,T_V_raw_8,T_V_raw_9,T_V_raw_10,T_V_raw_11,T_V_raw_12,T_V_raw_13,T_V_raw_14,T_V_raw_15,T_V_raw_16,T_V_raw_17,T_V_raw_18,T_V_raw_19,T_V_raw_20,T_V_raw_21,T_V_raw_22,T_V_raw_23,T_V_raw_24,T_V_raw_25,T_V_raw_26,T_V_raw_27,T_V_raw_28,T_V_raw_29,T_V_raw_30,Q_b,Q_L_inst,T_BOG
259200,241.309,0.883811,158.506,18206.7,971.45,680.015,-30593.3,-18206.7,28971.9,83612.1,0.0211525,0.0211623,-3.13368e-05,257.808,-8.50471e-09,239.859,240.658,241.457,242.254,243.05,243.844,244.636,245.425,246.211,246.994,247.773,248.548,249.319,250.087,250.849,251.608,252.362,253.112,253.858,254.601,255.339,256.076,256.809,257.542,258.273,259.006,259.739,260.476,261.216,261.963,262.716,263.48,264.256,265.046,265.853,266.68,267.53,268.406,269.312,270.251,271.227,272.245,273.308,274.422,275.59,276.818,278.11,239.834,239.965,240.092,240.217,240.338,240.456,240.572,240.684,240.793,240.899,241.002,241.102,241.198,241.29,241.379,241.464,241.544,241.621,241.693,241.761,241.824,241.882,241.935,241.983,242.025,242.061,242.092,242.116,242.133,242.144,242.147,9926.68,19130.7,242.147
262800,241.319,0.88377,161.285,17975.7,1021.96,715.369,-33297.5,-17975.7,29277.7,83612,0.0213757,0.021407,-3.16538e-05,258.173,-1.34207e-08,239.858,240.648,241.436,242.224,243.01,243.795,244.579,245.36,246.14,246.917,247.691,248.463,249.233,249.999,250.764,251.526,252.286,253.044,253.801,254.556,255.312,256.068,256.825,257.584,258.347,259.113,259.886,260.666,261.455,262.254,263.066,263.893,264.738,265.601,266.488,267.399,268.338,269.309,270.314,271.356,272.441,273.57,274.747,275.977,277.263,278.609,280.018,239.834,239.967,240.096,240.222,240.345,240.465,240.581,240.694,240.804,240.911,241.014,241.114,241.21,241.302,241.391,241.475,241.556,241.633,241.705,241.772,241.835,241.893,241.945,241.993,242.035,242.071,242.101,242.125,242.142,242.153,242.156,10425.3,20091.7,242.156
266400,241.332,0.883714,164.311,17821.2,1068.9,748.233,-35042.1,-17821.2,29623.7,83611.9,0.0216284,0.0216773,-3.20183e-05,258.602,-1.75013e-08,239.858,240.641,241.423,242.204,242.985,243.765,244.544,245.321,246.098,246.874,247.648,248.421,249.193,249.965,250.735,251.506,252.277,253.049,253.821,254.596,255.373,256.155,256.94,257.732,258.529,259.336,260.151,260.979,261.819,262.674,263.545,264.436,265.348,266.284,267.245,268.235,269.257,270.312,271.404,272.536,273.711,274.931,276.199,277.518,278.891,280.319,281.806,239.834,239.969,240.101,240.229,240.353,240.475,240.592,240.707,240.818,240.925,241.029,241.129,241.226,241.318,241.407,241.492,241.573,241.649,241.721,241.789,241.851,241.909,241.962,242.009,242.051,242.087,242.117,242.14,242.158,242.168,242.172,10890,20987.1,242.172
270000,241.349,0.883644,167.383,17759.5,1109.09,776.365,-35693.9,-17759.5,29992.2,83611.8,0.0218974,0.0219591,-3.24054e-05,259.065,-2.04594e-08,239.858,240.638,241.418,242.197,242.976,243.754,244.533,245.311,246.089,246.867,247.646,248.424,249.204,249.984,250.767,251.55,252.337,253.126,253.92,254.717,255.521,256.33,257.148,257.974,258.81,259.657,260.518,261.393,262.284,263.192,264.121,265.072,266.046,267.046,268.074,269.132,270.223,271.348,272.51,273.71,274.951,276.236,277.564,278.939,280.361,281.832,283.352,239.834,239.972,240.106,240.236,240.362,240.485,240.605,240.72,240.832,240.941,241.046,241.147,241.244,241.337,241.427,241.512,241.593,241.67,241.742,241.809,241.872,241.93,241.982,242.03,242.072,242.107,242.137,242.161,242.179,242.189,242.193,11289,21756.1,242.193
273600,241.368,0.883567,170.29,17792.9,1139.78,797.849,-35225.6,-17792.9,30356.1,83611.7,0.0221631,0.0222316,-3.27886e-05,259.531,-2.20859e-08,239.858,240.64,241.421,242.202,242.983,243.765,244.547,245.33,246.114,246.899,247.685,248.474,249.264,250.058,250.855,251.655,252.461,253.271,254.088,254.911,255.743,256.583,257.433,258.295,259.169,260.057,260.96,261.88,262.818,263.775,264.754,265.757,266.783,267.836,268.917,270.028,271.17,272.345,273.553,274.797,276.078,277.395,278.75,280.143,281.575,283.044,284.549,239.834,239.974,240.11,240.243,240.371,240.496,240.617,240.734,240.848,240.958,241.064,241.166,241.264,241.358,241.448,241.534,241.615,241.693,241.765,241.833,241.896,241.954,242.007,242.054,242.096,242.132,242.162,242.186,242.203,242.214,242.218,11595.1,22346.1,242.218
277200,241.387,0.883485,172.841,17916.3,1158.89,811.22,-33651.6,-17916.3,30687.9,83611.5,0.0224054,0.0224743,-3.31419e-05,259.967,-2.22651e-08,239.858,240.645,241.432,242.219,243.007,243.795,244.585,245.377,246.17,246.965,247.764,248.565,249.37,250.18,250.994,251.814,252.641,253.474,254.315,255.165,256.025,256.895,257.778,258.673,259.582,260.507,261.448,262.406,263.384,264.382,265.402,266.444,267.51,268.601,269.718,270.862,272.035,273.235,274.465,275.724,277.013,278.33,279.676,281.049,282.449,283.872,285.317,239.834,239.976,240.114,240.249,240.379,240.506,240.629,240.748,240.863,240.974,241.081,241.185,241.284,241.379,241.47,241.557,241.639,241.717,241.79,241.858,241.922,241.98,242.033,242.081,242.123,242.159,242.19,242.213,242.231,242.242,242.245,11787.6,22717,242.245
280800,241.407,0.883406,174.864,18123.8,1165.1,815.568,-31102.4,-18123.8,30967.5,83611.4,0.0226095,0.0226725,-3.34411e-05,260.344,-2.09821e-08,239.859,240.655,241.451,242.248,243.045,243.844,244.645,245.448,246.254,247.063,247.875,248.693,249.514,250.342,251.175,252.016,252.864,253.72,254.585,255.461,256.348,257.246,258.157,259.082,260.021,260.977,261.948,262.937,263.945,264.972,266.019,267.087,268.176,269.288,270.422,271.578,272.757,273.959,275.183,276.428,277.693,278.977,280.279,281.595,282.923,284.261,285.604,239.834,239.978,240.118,240.254,240.386,240.515,240.639,240.76,240.876,240.989,241.098,241.202,241.303,241.399,241.491,241.579,241.662,241.74,241.814,241.883,241.947,242.006,242.06,242.108,242.15,242.187,242.217,242.241,242.259,242.27,242.273,11853.2,22843.5,242.273
284400,241.424,0.883334,176.229,18402.2,1157.99,810.595,-27719.1,-18402.2,31176.7,83611.3,0.0227622,0.0228133,-3.36658e-05,260.637,-1.83242e-08,239.859,240.667,241.476,242.285,243.096,243.908,244.722,245.54,246.36,247.185,248.013,248.847,249.687,250.533,251.385,252.246,253.115,253.993,254.881,255.78,256.689,257.611,258.545,259.494,260.456,261.434,262.426,263.436,264.461,265.504,266.564,267.642,268.737,269.85,270.98,272.127,273.289,274.466,275.657,276.86,278.072,279.292,280.517,281.743,282.967,284.184,285.389,239.834,239.979,240.12,240.258,240.391,240.521,240.647,240.769,240.887,241.002,241.112,241.218,241.319,241.417,241.51,241.598,241.682,241.762,241.837,241.906,241.971,242.031,242.085,242.133,242.176,242.213,242.244,242.268,242.286,242.297,242.3,11787.6,22717,242.3
288000,241.439,0.883274,176.849,18729.9,1138.06,796.641,-23772.5,-18729.9,31298.5,83611.2,0.0228512,0.0228852,-3.38006e-05,260.826,-1.44736e-08,239.859,240.682,241.505,242.329,243.155,243.982,244.812,245.645,246.481,247.322,248.168,249.019,249.876,250.74,251.611,252.49,253.378,254.275,255.181,256.098,257.026,257.966,258.917,259.881,260.858,261.847,262.851,263.868,264.898,265.943,267,268.071,269.154,270.249,271.355,272.47,273.593,274.722,275.856,276.991,278.124,279.254,280.375,281.484,282.575,283.645,284.688,239.834,239.98,240.122,240.26,240.395,240.526,240.653,240.776,240.896,241.011,241.122,241.229,241.332,241.431,241.525,241.615,241.7,241.78,241.856,241.926,241.992,242.052,242.107,242.156,242.199,242.236,242.268,242.292,242.31,242.321,242.325,11595.1,22346.1,242.325
291600,241.449,0.88323,176.689,19087,1106.65,774.656,-19490.6,-19087,31327.3,83611.1,0.0228722,0.0228851,-3.38365e-05,260.896,-9.6936e-09,239.86,240.698,241.537,242.377,243.218,244.061,244.907,245.756,246.609,247.466,248.328,249.195,250.069,250.949,251.836,252.731,253.634,254.545,255.466,256.396,257.335,258.286,259.246,260.217,261.197,262.19,263.192,264.204,265.226,266.258,267.297,268.345,269.399,270.458,271.521,272.585,273.649,274.71,275.765,276.812,277.846,278.864,279.862,280.834,281.776,282.683,283.547,239.834,239.98,240.122,240.261,240.396,240.528,240.655,240.78,240.9,241.016,241.129,241.237,241.341,241.44,241.536,241.626,241.712,241.794,241.87,241.941,242.007,242.068,242.124,242.174,242.217,242.255,242.287,242.312,242.33,242.341,242.344,11289,21756.1,242.344
295200,241.455,0.883205,175.764,19449.5,1065.91,746.139,-15198.5,-19449.5,31261.3,83610.9,0.022824,0.0228132,-3.37709e-05,260.845,-4.30999e-09,239.86,240.715,241.569,242.425,243.282,244.14,245.002,245.866,246.734,247.606,248.483,249.365,250.252,251.145,252.045,252.952,253.866,254.786,255.716,256.652,257.597,258.549,259.51,260.477,261.454,262.436,263.426,264.421,265.423,266.427,267.436,268.445,269.455,270.462,271.467,272.464,273.453,274.43,275.392,276.335,277.256,278.15,279.013,279.839,280.624,281.361,282.045,239.834,239.979,240.121,240.259,240.395,240.527,240.655,240.78,240.901,241.018,241.131,241.24,241.344,241.445,241.541,241.632,241.719,241.801,241.879,241.951,242.018,242.079,242.135,242.186,242.23,242.268,242.3,242.325,242.344,242.355,242.358,10890,20987.1,242.358
298800,241.457,0.883199,174.144,19787.7,1018.62,713.032,-11167.8,-19787.7,31100.2,83610.8,0.0227064,0.0226709,-3.36082e-05,260.675,1.31214e-09,239.861,240.73,241.6,242.47,243.341,244.214,245.09,245.968,246.849,247.734,248.623,249.516,250.414,251.316,252.224,253.138,254.057,254.982,255.913,256.849,257.791,258.738,259.69,260.647,261.608,262.572,263.538,264.506,265.474,266.441,267.405,268.364,269.318,270.262,271.196,272.115,273.018,273.901,274.761,275.593,276.394,277.16,277.886,278.566,279.196,279.771,280.285,239.834,239.978,240.119,240.257,240.391,240.523,240.651,240.776,240.897,241.015,241.128,241.238,241.343,241.444,241.541,241.633,241.721,241.803,241.881,241.954,242.022,242.084,242.14,242.191,242.236,242.275,242.307,242.332,242.351,242.362,242.366,10425.3,20091.7,242.366
302400,241.453,0.883214,171.939,20087.5,967.989,677.593,-7681.94,-20087.5,30863.7,83610.7,0.0225337,0.0224742,-3.33596e-05,260.398,6.79406e-09,239.861,240.744,241.626,242.509,243.393,244.278,245.165,246.054,246.946,247.84,248.737,249.638,250.542,251.45,252.362,253.277,254.196,255.118,256.044,256.973,257.906,258.84,259.776,260.712,261.65,262.586,263.52,264.45,265.377,266.296,267.208,268.108,268.997,269.871,270.727,271.562,272.375,273.16,273.916,274.637,275.32,275.962,276.557,277.102,277.592,278.021,278.386,239.834,239.976,240.116,240.252,240.386,240.517,240.645,240.769,240.89,241.008,241.121,241.231,241.337,241.438,241.535,241.628,241.716,241.799,241.878,241.951,242.019,242.082,242.139,242.19,242.235,242.274,242.307,242.332,242.351,242.362,242.366,9926.68,19130.7,242.366
306000,241.445,0.883248,169.3,20316.4,917.48,642.236,-4980.97,-20316.4,30556,83610.6,0.022309,0.0222279,-3.3042e-05,260.032,1.17677e-08,239.862,240.754,241.646,242.539,243.432,244.327,245.222,246.119,247.017,247.917,248.819,249.723,250.629,251.537,252.447,253.359,254.272,255.186,256.101,257.017,257.933,258.847,259.76,260.67,261.576,262.478,263.373,264.26,265.137,266.004,266.857,267.695,268.515,269.315,270.092,270.843,271.566,272.257,272.913,273.531,274.107,274.637,275.118,275.547,275.918,276.23,276.477,239.834,239.974,240.112,240.247,240.379,240.509,240.636,240.76,240.88,240.997,241.111,241.22,241.326,241.427,241.525,241.618,241.706,241.789,241.868,241.942,242.01,242.073,242.131,242.182,242.228,242.267,242.3,242.325,242.344,242.356,242.359,9428.05,18169.7,242.359
309600,241.433,0.883299,166.406,20470.6,870.532,609.372,-3238.57,-20470.6,30209.8,83610.5,0.0220563,0.0219572,-3.26771e-05,259.603,1.59012e-08,239.862,240.761,241.66,242.559,243.458,244.357,245.257,246.157,247.058,247.96,248.862,249.765,250.668,251.571,252.475,253.378,254.28,255.181,256.08,256.977,257.871,258.76,259.644,260.522,261.393,262.255,263.107,263.947,264.773,265.584,266.378,267.152,267.904,268.632,269.334,270.007,270.647,271.254,271.822,272.351,272.836,273.276,273.667,274.006,274.291,274.52,274.689,239.834,239.972,240.107,240.241,240.372,240.5,240.626,240.748,240.868,240.984,241.097,241.206,241.311,241.413,241.51,241.603,241.691,241.775,241.854,241.927,241.996,242.059,242.117,242.168,242.214,242.253,242.286,242.312,242.331,242.342,242.346,8963.4,17274.3,242.346
313200,241.417,0.883363,163.454,20529.9,830.345,581.242,-2578.82,-20529.9,29839,83610.3,0.0217856,0.0216736,-3.22895e-05,259.14,1.89189e-08,239.862,240.764,241.665,242.566,243.467,244.368,245.268,246.168,247.067,247.966,248.864,249.761,250.657,251.552,252.443,253.334,254.22,255.104,255.982,256.856,257.723,258.584,259.436,260.28,261.112,261.933,262.74,263.533,264.307,265.065,265.801,266.516,267.206,267.87,268.505,269.11,269.681,270.218,270.717,271.177,271.596,271.971,272.301,272.585,272.82,273.007,273.144,239.834,239.969,240.103,240.234,240.363,240.49,240.614,240.735,240.854,240.969,241.081,241.189,241.294,241.395,241.492,241.584,241.672,241.756,241.835,241.908,241.977,242.04,242.098,242.149,242.195,242.234,242.267,242.293,242.312,242.324,242.328,8564.4,16505.3,242.328
316800,241.4,0.883435,160.645,20499.8,799.661,559.763,-3054.61,-20499.8,29478.4,83610.2,0.0215223,0.0214031,-3.19059e-05,258.674,2.06205e-08,239.862,240.762,241.662,242.561,243.459,244.357,245.253,246.149,247.042,247.934,248.824,249.712,250.597,251.478,252.355,253.228,254.096,254.958,255.814,256.661,257.501,258.331,259.151,259.958,260.753,261.533,262.298,263.045,263.774,264.482,265.168,265.831,266.469,267.079,267.662,268.213,268.734,269.221,269.673,270.09,270.469,270.811,271.115,271.38,271.607,271.795,271.946,239.834,239.967,240.098,240.228,240.355,240.48,240.602,240.722,240.839,240.953,241.064,241.171,241.275,241.375,241.472,241.564,241.651,241.734,241.813,241.886,241.955,242.018,242.075,242.127,242.172,242.212,242.244,242.27,242.289,242.301,242.305,8258.24,15915.3,242.305
320400,241.381,0.883511,158.169,20375.5,780.572,546.4,-4617.46,-20375.5,29145.8,83610.1,0.0212795,0.0211594,-3.15522e-05,258.238,2.08928e-08,239.862,240.756,241.65,242.544,243.435,244.326,245.215,246.102,246.986,247.868,248.746,249.62,250.49,251.356,252.215,253.069,253.916,254.756,255.586,256.408,257.218,258.019,258.806,259.58,260.339,261.083,261.809,262.518,263.207,263.875,264.521,265.144,265.742,266.315,266.86,267.379,267.869,268.33,268.761,269.163,269.534,269.876,270.189,270.474,270.733,270.967,271.178,239.834,239.965,240.094,240.222,240.347,240.47,240.591,240.709,240.825,240.938,241.047,241.154,241.256,241.356,241.451,241.542,241.629,241.712,241.79,241.863,241.931,241.993,242.051,242.102,242.147,242.187,242.219,242.245,242.264,242.275,242.279,8065.77,15544.4,242.279
324000,241.363,0.883585,156.202,20167.5,774.38,542.066,-7181.09,-20167.5,28865.9,83610,0.0210751,0.0209604,-3.12527e-05,257.86,1.97178e-08,239.861,240.747,241.631,242.515,243.397,244.277,245.155,246.03,246.902,247.77,248.634,249.492,250.346,251.193,252.034,252.867,253.693,254.509,255.316,256.111,256.896,257.667,258.427,259.171,259.9,260.613,261.309,261.987,262.646,263.285,263.904,264.5,265.075,265.627,266.157,266.663,267.146,267.606,268.044,268.459,268.854,269.229,269.587,269.929,270.258,270.578,270.892,239.834,239.964,240.091,240.217,240.34,240.462,240.581,240.698,240.812,240.923,241.032,241.137,241.239,241.337,241.431,241.521,241.608,241.69,241.767,241.839,241.907,241.969,242.026,242.077,242.122,242.161,242.193,242.219,242.238,242.249,242.253,8000.13,15417.9,242.253
327600,241.347,0.883653,154.877,19887.6,781.51,547.057,-10547.8,-19887.6,28655.4,83609.9,0.0209214,0.0208182,-3.10277e-05,257.567,1.71739e-08,239.861,240.734,241.606,242.477,243.347,244.214,245.078,245.939,246.796,247.648,248.496,249.338,250.173,251.002,251.824,252.637,253.441,254.236,255.02,255.793,256.554,257.303,258.037,258.759,259.465,260.156,260.83,261.489,262.129,262.753,263.358,263.945,264.514,265.065,265.599,266.115,266.614,267.099,267.569,268.027,268.474,268.914,269.348,269.781,270.215,270.655,271.106,239.834,239.962,240.089,240.213,240.335,240.455,240.573,240.689,240.802,240.912,241.019,241.122,241.223,241.32,241.413,241.503,241.588,241.669,241.746,241.818,241.885,241.946,242.002,242.053,242.098,242.136,242.168,242.194,242.212,242.224,242.228,8065.77,15544.4,242.228
331200,241.333,0.883709,154.293,19560.5,801.477,561.034,-14514.1,-19560.5,28534,83609.8,0.0208328,0.0207462,-3.08926e-05,257.379,1.34318e-08,239.861,240.719,241.577,242.433,243.288,244.14,244.988,245.834,246.675,247.511,248.341,249.166,249.984,250.795,251.598,252.393,253.178,253.954,254.719,255.474,256.217,256.948,257.666,258.372,259.064,259.742,260.406,261.056,261.692,262.314,262.922,263.516,264.097,264.666,265.224,265.771,266.31,266.843,267.37,267.896,268.422,268.953,269.49,270.04,270.606,271.194,271.808,239.834,239.962,240.087,240.211,240.332,240.451,240.568,240.682,240.794,240.903,241.009,241.111,241.211,241.307,241.399,241.488,241.572,241.652,241.728,241.799,241.865,241.926,241.982,242.032,242.077,242.115,242.147,242.172,242.19,242.201,242.205,8258.24,15915.3,242.205
334800,241.324,0.88375,154.492,19200.8,832.923,583.046,-18780.2,-19200.8,28502.7,83609.7,0.02081,0.0207441,-3.08565e-05,257.308,8.7436e-09,239.86,240.703,241.545,242.386,243.224,244.06,244.893,245.722,246.547,247.367,248.181,248.99,249.791,250.586,251.373,252.152,252.922,253.683,254.434,255.176,255.907,256.628,257.337,258.036,258.723,259.4,260.065,260.72,261.364,261.999,262.624,263.242,263.852,264.457,265.058,265.656,266.254,266.855,267.461,268.075,268.701,269.342,270.003,270.689,271.405,272.156,272.948,239.834,239.962,240.087,240.21,240.331,240.45,240.566,240.679,240.79,240.898,241.003,241.105,241.203,241.298,241.389,241.477,241.561,241.64,241.715,241.785,241.851,241.911,241.966,242.016,242.06,242.097,242.129,242.154,242.172,242.183,242.187,8564.4,16505.3,242.187
338400,241.318,0.883772,155.467,18841,873.706,611.594,-23083.8,-18841,28571.4,83609.6,0.0208601,0.0208176,-3.0922e-05,257.359,3.42748e-09,239.86,240.687,241.513,242.338,243.161,243.981,244.798,245.612,246.421,247.226,248.026,248.82,249.608,250.389,251.164,251.931,252.69,253.442,254.185,254.92,255.646,256.364,257.073,257.774,258.467,259.153,259.831,260.502,261.168,261.829,262.486,263.142,263.796,264.452,265.112,265.777,266.45,267.135,267.834,268.551,269.291,270.056,270.852,271.684,272.558,273.478,274.45,239.834,239.963,240.088,240.212,240.333,240.451,240.567,240.68,240.79,240.897,241.001,241.102,241.2,241.294,241.385,241.472,241.554,241.633,241.707,241.777,241.842,241.901,241.956,242.005,242.048,242.086,242.117,242.142,242.16,242.171,242.174,8963.4,17274.3,242.174
342000,241.318,0.883774,157.151,18500.3,921.047,644.733,-27108.5,-18500.3,28730.3,83609.4,0.0209761,0.0209581,-3.10845e-05,257.529,-2.15393e-09,239.859,240.671,241.483,242.293,243.101,243.907,244.71,245.51,246.306,247.098,247.886,248.669,249.446,250.218,250.984,251.745,252.499,253.246,253.988,254.723,255.452,256.175,256.893,257.605,258.313,259.017,259.719,260.418,261.116,261.816,262.517,263.222,263.933,264.653,265.382,266.125,266.885,267.663,268.465,269.293,270.152,271.046,271.979,272.957,273.985,275.067,276.21,239.834,239.964,240.091,240.215,240.336,240.455,240.57,240.683,240.793,240.9,241.004,241.105,241.202,241.296,241.386,241.472,241.554,241.632,241.705,241.774,241.839,241.898,241.952,242.001,242.044,242.081,242.112,242.136,242.154,242.165,242.168,9428.05,18169.7,242.168
345600,241.322,0.883757,159.433,18203.3,971.723,680.206,-30596.3,-18203.3,28969.6,83609.3,0.0211508,0.0211568,-3.1333e-05,257.806,-7.61777e-09,239.859,240.658,241.456,242.254,243.05,243.843,244.635,245.424,246.21,246.992,247.771,248.547,249.318,250.085,250.847,251.606,252.36,253.11,253.856,254.598,255.337,256.073,256.807,257.539,258.271,259.003,259.737,260.473,261.214,261.96,262.714,263.478,264.254,265.044,265.851,266.678,267.528,268.404,269.31,270.25,271.226,272.244,273.308,274.421,275.59,276.818,278.11,239.834,239.966,240.094,240.219,240.342,240.461,240.577,240.691,240.801,240.908,241.012,241.112,241.209,241.302,241.392,241.478,241.559,241.637,241.71,241.778,241.842,241.901,241.955,242.003,242.046,242.082,242.113,242.137,242.155,242.166,242.169,9926.68,19130.7,242.169
349200,241.331,0.88372,162.153,17973,1022.28,715.597,-33299.7,-17973,29276,83609.2,0.0213745,0.0214021,-3.16505e-05,258.172,-1.25871e-08,239.858,240.647,241.436,242.223,243.01,243.795,244.578,245.359,246.138,246.915,247.69,248.461,249.231,249.998,250.762,251.524,252.284,253.042,253.798,254.554,255.31,256.065,256.823,257.582,258.344,259.111,259.884,260.664,261.452,262.252,263.064,263.891,264.736,265.6,266.486,267.397,268.337,269.307,270.313,271.355,272.44,273.569,274.747,275.977,277.263,278.609,280.018,239.834,239.968,240.098,240.225,240.349,240.469,240.586,240.7,240.811,240.919,241.023,241.123,241.22,241.314,241.403,241.489,241.57,241.647,241.72,241.789,241.852,241.91,241.964,242.012,242.054,242.091,242.121,242.145,242.163,242.173,242.177,10425.3,20091.7,242.177
352800,241.344,0.883666,165.125,17818.1,1069.28,748.494,-35038.4,-17818.1,29621.7,83609.1,0.0216269,0.0216724,-3.20154e-05,258.601,-1.67181e-08,239.858,240.641,241.423,242.204,242.984,243.764,244.543,245.321,246.097,246.872,247.646,248.419,249.192,249.963,250.734,251.504,252.275,253.047,253.82,254.594,255.372,256.153,256.938,257.729,258.527,259.334,260.15,260.977,261.817,262.672,263.544,264.435,265.347,266.282,267.244,268.234,269.255,270.311,271.403,272.535,273.71,274.93,276.198,277.517,278.89,280.319,281.806,239.834,239.97,240.102,240.231,240.357,240.479,240.597,240.712,240.824,240.932,241.037,241.138,241.236,241.329,241.419,241.504,241.586,241.663,241.736,241.804,241.867,241.926,241.979,242.027,242.069,242.105,242.136,242.16,242.177,242.188,242.191,10890,20987.1,242.191
356400,241.36,0.883599,168.145,17756.6,1109.51,776.656,-35697.7,-17756.6,29990.4,83609,0.0218961,0.0219545,-3.24029e-05,259.064,-1.97239e-08,239.858,240.638,241.417,242.196,242.975,243.754,244.532,245.31,246.088,246.866,247.645,248.423,249.203,249.983,250.765,251.549,252.335,253.125,253.918,254.716,255.519,256.329,257.146,257.972,258.808,259.656,260.516,261.391,262.282,263.191,264.12,265.07,266.044,267.045,268.073,269.131,270.222,271.347,272.509,273.709,274.951,276.235,277.564,278.939,280.361,281.832,283.352,239.834,239.973,240.107,240.238,240.365,240.489,240.609,240.726,240.839,240.948,241.054,241.155,241.253,241.348,241.438,241.524,241.605,241.683,241.756,241.824,241.887,241.946,241.999,242.047,242.089,242.125,242.155,242.179,242.197,242.208,242.211,11289,21756.1,242.211
360000,241.378,0.883524,171.004,17786.3,1140.24,798.165,-35235.1,-17786.3,30350.6,83608.9,0.0221591,0.0222246,-3.27865e-05,259.53,-2.1396e-08,239.858,240.639,241.42,242.202,242.983,243.765,244.546,245.329,246.113,246.898,247.684,248.473,249.263,250.057,250.853,251.654,252.459,253.27,254.086,254.91,255.741,256.582,257.432,258.294,259.167,260.056,260.958,261.879,262.816,263.774,264.753,265.756,266.782,267.835,268.916,270.027,271.169,272.344,273.552,274.797,276.077,277.395,278.75,280.143,281.574,283.043,284.55,239.834,239.975,240.112,240.245,240.374,240.499,240.621,240.739,240.854,240.964,241.071,241.174,241.273,241.368,241.458,241.545,241.627,241.705,241.778,241.847,241.91,241.969,242.022,242.07,242.112,242.149,242.179,242.203,242.221,242.231,242.235,11595.1,22346.1,242.235
363600,241.397,0.883445,173.508,17913,1159.36,811.555,-33658.4,-17913,30685.6,83608.8,0.0224037,0.0224698,-3.314e-05,259.966,-2.16186e-08,239.858,240.645,241.432,242.219,243.007,243.795,244.585,245.376,246.169,246.965,247.763,248.564,249.369,250.179,250.993,251.813,252.639,253.472,254.314,255.164,256.024,256.894,257.776,258.672,259.581,260.505,261.447,262.405,263.383,264.381,265.401,266.443,267.509,268.6,269.717,270.862,272.034,273.235,274.465,275.724,277.012,278.33,279.676,281.049,282.448,283.872,285.317,239.834,239.977,240.116,240.251,240.382,240.509,240.633,240.753,240.868,240.98,241.088,241.192,241.292,241.388,241.48,241.567,241.65,241.728,241.802,241.871,241.935,241.994,242.048,242.096,242.138,242.175,242.206,242.23,242.247,242.258,242.262,11787.6,22717,242.262
367200,241.416,0.883368,175.489,18121.8,1165.59,815.916,-31106.8,-18121.8,30966.5,83608.6,0.0226087,0.0226691,-3.34394e-05,260.344,-2.03771e-08,239.859,240.655,241.451,242.247,243.045,243.844,244.645,245.448,246.253,247.062,247.875,248.692,249.513,250.341,251.174,252.015,252.862,253.719,254.584,255.46,256.346,257.245,258.156,259.081,260.02,260.976,261.947,262.936,263.944,264.971,266.018,267.086,268.175,269.287,270.421,271.578,272.756,273.958,275.182,276.427,277.692,278.977,280.278,281.595,282.923,284.261,285.604,239.834,239.979,240.119,240.256,240.389,240.518,240.643,240.764,240.882,240.995,241.104,241.21,241.311,241.408,241.5,241.589,241.672,241.751,241.826,241.895,241.96,242.019,242.073,242.122,242.165,242.202,242.232,242.257,242.274,242.285,242.289,11853.2,22843.5,242.289
370800,241.433,0.883298,176.814,18400.9,1158.5,810.949,-27726.1,-18400.9,31176.3,83608.5,0.0227619,0.0228106,-3.36643e-05,260.637,-1.77588e-08,239.859,240.667,241.476,242.285,243.095,243.907,244.722,245.539,246.36,247.184,248.013,248.846,249.686,250.532,251.385,252.245,253.114,253.992,254.88,255.778,256.688,257.61,258.545,259.492,260.456,261.432,262.426,263.434,264.461,265.503,266.564,267.641,268.737,269.849,270.979,272.125,273.288,274.465,275.657,276.859,278.072,279.292,280.517,281.743,282.967,284.183,285.389,239.834,239.98,240.121,240.26,240.394,240.524,240.651,240.774,240.892,241.007,241.118,241.224,241.327,241.425,241.519,241.608,241.692,241.772,241.848,241.918,241.983,242.043,242.098,242.147,242.19,242.227,242.258,242.283,242.301,242.311,242.315,11787.6,22717,242.315
