Time,Tv_avg,rho_V_avg,Q_VL,Q_L,Q_V,Q_Vw,Q_env_w,Q_w_L,Q_tot,V_L,B_L,BOG,dV_L,Tw_avg,drho_V_avg,T_w_raw_0,T_w_raw_1,T_w_raw_2,T_w_raw_3,T_w_raw_4,T_w_raw_5,T_w_raw_6,T_w_raw_7,T_w_raw_8,T_w_raw_9,T_w_raw_10,T_w_raw_11,T_w_raw_12,T_w_raw_13,T_w_raw_14,T_w_raw_15,T_w_raw_16,T_w_raw_17,T_w_raw_18,T_w_raw_19,T_w_raw_20,T_w_raw_21,T_w_raw_22,T_w_raw_23,T_w_raw_24,T_w_raw_25,T_w_raw_26,T_w_raw_27,T_w_raw_28,T_w_raw_29,T_w_raw_30,T_w_raw_31,T_w_raw_32,T_w_raw_33,T_w_raw_34,T_w_raw_35,T_w_raw_36,T_w_raw_37,T_w_raw_38,T_w_raw_39,T_w_raw_40,T_w_raw_41,T_w_raw_42,T_w_raw_43,T_w_raw_44,T_w_raw_45,T_w_raw_46,T_V_raw_0,T_V_raw_1,T_V_raw_2,T_V_raw_3,T_V_raw_4,T_V_raw_5,T_V_raw_6,T_V_raw_7,T_V_raw_8,T_V_raw_9,T_V_raw_10,T_V_raw_11,T_V_raw_12,T_V_raw_13,T_V_raw_14,T_V_raw_15,T_V_raw_16,T_V_raw_17,T_V_raw_18,T_V_raw_19,T_V_raw_20,T_V_raw_21,T_V_raw_22,T_V_raw_23,T_V_raw_24,T_V_raw_25,T_V_raw_26,T_V_raw_27,T_V_raw_28,T_V_raw_29,T_V_raw_30,Q_b,Q_L_inst,T_BOG
856800,241.331,0.883721,156.015,18835,876.699,613.689,-23073.5,-18835,28568.1,83592.8,0.0208577,0.020814,-3.09204e-05,257.359,3.70052e-09,239.86,240.687,241.513,242.338,243.16,243.981,244.798,245.612,246.421,247.226,248.025,248.82,249.607,250.39,251.163,251.931,252.69,253.442,254.184,254.92,255.646,256.364,257.073,257.775,258.467,259.153,259.83,260.502,261.167,261.829,262.486,263.142,263.796,264.453,265.111,265.777,266.45,267.135,267.834,268.552,269.29,270.056,270.852,271.685,272.558,273.478,274.45,239.834,239.964,240.09,240.215,240.336,240.456,240.572,240.686,240.797,240.905,241.01,241.112,241.211,241.306,241.397,241.485,241.569,241.648,241.723,241.793,241.859,241.919,241.974,242.024,242.067,242.105,242.137,242.162,242.18,242.191,242.195,8963.4,17274.3,242.195
860400,241.33,0.883724,157.686,18496.9,924.226,646.958,-27104.5,-18496.9,28729.6,83592.7,0.0209756,0.0209565,-3.10831e-05,257.529,-1.8979e-09,239.859,240.671,241.483,242.293,243.101,243.907,244.71,245.51,246.306,247.098,247.886,248.669,249.446,250.218,250.984,251.744,252.498,253.246,253.988,254.723,255.452,256.175,256.893,257.605,258.313,259.017,259.719,260.418,261.116,261.815,262.517,263.222,263.933,264.652,265.382,266.125,266.885,267.663,268.465,269.293,270.152,271.046,271.979,272.957,273.985,275.067,276.21,239.834,239.965,240.092,240.218,240.34,240.459,240.576,240.69,240.801,240.909,241.013,241.115,241.213,241.307,241.398,241.485,241.568,241.647,241.721,241.791,241.855,241.915,241.97,242.019,242.062,242.1,242.131,242.156,242.174,242.185,242.188,9428.05,18169.7,242.188
864000,241.334,0.883707,159.951,18200.5,975.1,682.57,-30589,-18200.5,28969.7,83592.6,0.0211509,0.0211559,-3.13319e-05,257.806,-7.37906e-09,239.859,240.658,241.456,242.254,243.049,243.844,244.635,245.424,246.21,246.993,247.771,248.547,249.317,250.085,250.847,251.606,252.359,253.11,253.855,254.598,255.336,256.073,256.806,257.54,258.271,259.003,259.736,260.473,261.213,261.96,262.714,263.478,264.253,265.044,265.851,266.678,267.528,268.405,269.31,270.25,271.226,272.244,273.308,274.421,275.59,276.818,278.11,239.834,239.967,240.096,240.222,240.345,240.465,240.583,240.697,240.808,240.916,241.021,241.122,241.22,241.314,241.404,241.491,241.573,241.651,241.725,241.794,241.859,241.918,241.972,242.021,242.064,242.101,242.132,242.156,242.174,242.185,242.189,9926.68,19130.7,242.189
867600,241.343,0.883671,162.657,17967.4,1025.86,718.099,-33294.1,-17967.4,29273.5,83592.5,0.0213727,0.0213995,-3.16496e-05,258.172,-1.23664e-08,239.858,240.647,241.436,242.223,243.01,243.795,244.578,245.359,246.138,246.915,247.69,248.461,249.231,249.997,250.762,251.524,252.284,253.042,253.798,254.554,255.31,256.065,256.823,257.582,258.344,259.111,259.884,260.663,261.452,262.252,263.064,263.891,264.736,265.6,266.486,267.397,268.337,269.307,270.313,271.355,272.44,273.569,274.747,275.977,277.263,278.609,280.018,239.834,239.969,240.1,240.228,240.352,240.474,240.592,240.707,240.818,240.927,241.032,241.133,241.231,241.325,241.415,241.502,241.584,241.662,241.735,241.804,241.868,241.927,241.981,242.029,242.072,242.109,242.14,242.164,242.182,242.193,242.196,10425.3,20091.7,242.196
871200,241.355,0.883618,165.615,17815.7,1073.03,751.124,-35035.5,-17815.7,29622.4,83592.3,0.0216274,0.0216723,-3.20147e-05,258.601,-1.65154e-08,239.858,240.641,241.423,242.204,242.984,243.764,244.543,245.321,246.097,246.872,247.646,248.42,249.191,249.963,250.733,251.505,252.275,253.047,253.819,254.594,255.371,256.153,256.938,257.73,258.527,259.334,260.149,260.977,261.817,262.672,263.543,264.435,265.346,266.282,267.243,268.234,269.255,270.311,271.403,272.536,273.71,274.93,276.198,277.518,278.89,280.319,281.806,239.834,239.971,240.104,240.234,240.36,240.483,240.603,240.719,240.831,240.94,241.046,241.148,241.246,241.34,241.431,241.517,241.599,241.677,241.75,241.819,241.883,241.942,241.996,242.044,242.087,242.123,242.154,242.178,242.196,242.207,242.21,10890,20987.1,242.21
874800,241.371,0.883552,168.621,17753.8,1113.42,779.396,-35687.9,-17753.8,29990.7,83592.2,0.0218963,0.0219543,-3.24023e-05,259.064,-1.95394e-08,239.858,240.638,241.417,242.196,242.975,243.754,244.532,245.31,246.088,246.866,247.645,248.423,249.203,249.983,250.765,251.548,252.335,253.124,253.918,254.715,255.519,256.328,257.146,257.972,258.809,259.655,260.516,261.391,262.282,263.191,264.12,265.07,266.045,267.044,268.073,269.131,270.222,271.346,272.509,273.709,274.951,276.235,277.564,278.938,280.361,281.832,283.352,239.834,239.973,240.109,240.241,240.369,240.494,240.615,240.732,240.846,240.956,241.062,241.165,241.264,241.359,241.449,241.536,241.618,241.697,241.77,241.839,241.903,241.962,242.015,242.064,242.106,242.143,242.173,242.198,242.215,242.226,242.23,11289,21756.1,242.23
878400,241.389,0.883477,171.467,17784.2,1144.27,800.989,-35223.3,-17784.2,30351.8,83592.1,0.0221599,0.022225,-3.2786e-05,259.53,-2.12292e-08,239.858,240.639,241.42,242.202,242.983,243.764,244.546,245.329,246.113,246.898,247.684,248.473,249.263,250.057,250.853,251.654,252.459,253.27,254.086,254.91,255.741,256.582,257.432,258.294,259.167,260.056,260.958,261.878,262.816,263.774,264.753,265.755,266.782,267.835,268.916,270.027,271.169,272.344,273.553,274.797,276.077,277.394,278.75,280.143,281.574,283.043,284.549,239.834,239.976,240.113,240.247,240.378,240.504,240.627,240.746,240.861,240.972,241.08,241.183,241.283,241.379,241.47,241.557,241.64,241.719,241.792,241.862,241.926,241.985,242.039,242.087,242.13,242.166,242.197,242.221,242.239,242.25,242.253,11595.1,22346.1,242.253
882000,241.408,0.883399,173.959,17910.7,1163.48,814.433,-33644.7,-17910.7,30686.7,83592,0.0224045,0.0224704,-3.31395e-05,259.966,-2.14688e-08,239.858,240.645,241.432,242.219,243.007,243.795,244.585,245.376,246.169,246.965,247.763,248.564,249.369,250.179,250.993,251.813,252.639,253.472,254.314,255.164,256.023,256.894,257.776,258.672,259.581,260.506,261.446,262.405,263.383,264.381,265.4,266.443,267.509,268.6,269.717,270.862,272.034,273.235,274.464,275.724,277.012,278.33,279.676,281.049,282.448,283.872,285.317,239.834,239.978,240.118,240.253,240.385,240.514,240.638,240.759,240.875,240.988,241.097,241.202,241.302,241.399,241.491,241.579,241.663,241.742,241.816,241.886,241.95,242.01,242.064,242.112,242.155,242.192,242.223,242.247,242.265,242.276,242.28,11787.6,22717,242.28
885600,241.427,0.883323,175.927,18116.5,1169.73,818.812,-31100,-18116.5,30964.5,83591.9,0.0226073,0.0226675,-3.34389e-05,260.344,-2.02433e-08,239.859,240.655,241.451,242.247,243.045,243.844,244.645,245.448,246.253,247.062,247.875,248.692,249.513,250.341,251.174,252.015,252.862,253.719,254.584,255.46,256.346,257.245,258.156,259.081,260.02,260.975,261.947,262.936,263.944,264.971,266.018,267.086,268.175,269.287,270.421,271.577,272.756,273.958,275.182,276.427,277.693,278.977,280.278,281.595,282.923,284.261,285.604,239.834,239.979,240.121,240.258,240.392,240.522,240.648,240.77,240.888,241.003,241.113,241.219,241.321,241.418,241.512,241.601,241.685,241.765,241.84,241.91,241.975,242.035,242.089,242.138,242.181,242.219,242.25,242.274,242.292,242.303,242.307,11853.2,22843.5,242.307
889200,241.444,0.883253,177.242,18396,1162.61,813.828,-27717,-18396,31174.6,83591.7,0.0227607,0.0228091,-3.36637e-05,260.637,-1.76394e-08,239.859,240.667,241.476,242.285,243.095,243.907,244.722,245.539,246.359,247.184,248.013,248.846,249.686,250.532,251.385,252.245,253.114,253.992,254.88,255.778,256.688,257.61,258.545,259.493,260.455,261.433,262.426,263.435,264.46,265.503,266.563,267.641,268.736,269.849,270.979,272.126,273.288,274.465,275.656,276.859,278.072,279.292,280.517,281.743,282.966,284.183,285.389,239.834,239.981,240.123,240.262,240.397,240.529,240.656,240.78,240.899,241.015,241.126,241.234,241.337,241.435,241.53,241.62,241.705,241.786,241.861,241.932,241.998,242.058,242.113,242.163,242.206,242.244,242.275,242.3,242.318,242.329,242.333,11787.6,22717,242.333
892800,241.458,0.883196,177.813,18724.8,1142.6,799.823,-23768.3,-18724.8,31297.5,83591.6,0.0228504,0.0228819,-3.37987e-05,260.825,-1.38389e-08,239.859,240.682,241.505,242.329,243.154,243.981,244.811,245.644,246.481,247.321,248.167,249.018,249.875,250.739,251.61,252.489,253.377,254.274,255.18,256.097,257.025,257.965,258.916,259.88,260.857,261.846,262.85,263.867,264.898,265.942,267,268.07,269.153,270.248,271.354,272.469,273.592,274.722,275.855,276.99,278.124,279.253,280.374,281.483,282.575,283.645,284.688,239.834,239.981,240.125,240.264,240.401,240.533,240.662,240.786,240.907,241.024,241.136,241.245,241.349,241.449,241.544,241.635,241.722,241.803,241.88,241.951,242.018,242.079,242.134,242.184,242.228,242.266,242.298,242.323,242.341,242.352,242.356,11595.1,22346.1,242.356
896400,241.468,0.883154,177.61,19081.3,1111.07,777.75,-19489.2,-19081.3,31325.6,83591.5,0.022871,0.0228814,-3.38344e-05,260.896,-9.10522e-09,239.86,240.698,241.537,242.377,243.218,244.061,244.907,245.756,246.608,247.465,248.327,249.195,250.068,250.948,251.835,252.73,253.633,254.544,255.465,256.395,257.335,258.285,259.245,260.215,261.197,262.189,263.191,264.203,265.225,266.257,267.297,268.344,269.398,270.457,271.52,272.584,273.648,274.709,275.765,276.811,277.846,278.864,279.861,280.834,281.776,282.682,283.547,239.834,239.981,240.125,240.265,240.402,240.535,240.664,240.789,240.911,241.029,241.142,241.252,241.357,241.458,241.554,241.646,241.733,241.816,241.893,241.966,242.033,242.095,242.151,242.201,242.246,242.284,242.316,242.341,242.36,242.371,242.375,11289,21756.1,242.375
900000,241.474,0.88313,176.645,19444.7,1070.16,749.115,-15195.1,-19444.7,31260.5,83591.4,0.0228234,0.0228102,-3.37688e-05,260.845,-3.7635e-09,239.86,240.715,241.569,242.425,243.281,244.14,245.002,245.866,246.734,247.606,248.483,249.364,250.252,251.145,252.045,252.951,253.865,254.786,255.715,256.651,257.596,258.548,259.509,260.477,261.453,262.436,263.425,264.421,265.422,266.427,267.435,268.444,269.454,270.462,271.466,272.464,273.452,274.429,275.391,276.335,277.256,278.15,279.012,279.839,280.624,281.361,282.045,239.834,239.98,240.124,240.264,240.4,240.533,240.663,240.789,240.911,241.03,241.144,241.254,241.36,241.462,241.559,241.652,241.74,241.823,241.901,241.975,242.042,242.105,242.162,242.213,242.258,242.296,242.329,242.354,242.373,242.384,242.388,10890,20987.1,242.388
903600,241.474,0.883127,174.988,19782.7,1022.67,715.87,-11165.9,-19782.7,31098.9,83591.3,0.0227054,0.0226677,-3.3606e-05,260.674,1.8211e-09,239.861,240.73,241.6,242.47,243.341,244.214,245.09,245.968,246.849,247.734,248.622,249.515,250.413,251.316,252.224,253.137,254.056,254.981,255.912,256.848,257.79,258.737,259.689,260.646,261.607,262.571,263.537,264.505,265.473,266.44,267.404,268.364,269.317,270.262,271.195,272.115,273.018,273.901,274.761,275.593,276.394,277.16,277.885,278.566,279.196,279.771,280.285,239.834,239.979,240.121,240.261,240.397,240.53,240.659,240.785,240.908,241.027,241.141,241.252,241.359,241.461,241.559,241.652,241.741,241.825,241.904,241.977,242.046,242.109,242.166,242.218,242.263,242.302,242.335,242.36,242.379,242.391,242.395,10425.3,20091.7,242.395
907200,241.47,0.883143,172.749,20079.9,971.83,680.281,-7682.64,-20079.9,30859.6,83591.1,0.0225307,0.022469,-3.33573e-05,260.397,7.26959e-09,239.861,240.743,241.626,242.509,243.392,244.278,245.165,246.054,246.945,247.84,248.737,249.638,250.542,251.449,252.361,253.276,254.195,255.118,256.044,256.973,257.905,258.839,259.775,260.712,261.649,262.585,263.519,264.45,265.376,266.296,267.207,268.108,268.997,269.87,270.726,271.562,272.374,273.16,273.915,274.637,275.32,275.962,276.557,277.102,277.591,278.021,278.386,239.834,239.977,240.118,240.256,240.391,240.524,240.653,240.778,240.901,241.019,241.134,241.245,241.352,241.455,241.553,241.647,241.736,241.82,241.899,241.974,242.043,242.106,242.164,242.216,242.261,242.301,242.334,242.36,242.379,242.39,242.394,9926.68,19130.7,242.394
910800,241.462,0.883179,170.08,20309.5,921.107,644.775,-4978.4,-20309.5,30552.4,83591,0.0223064,0.0222231,-3.30395e-05,260.032,1.22138e-08,239.862,240.754,241.646,242.539,243.432,244.327,245.221,246.119,247.016,247.917,248.818,249.723,250.628,251.537,252.446,253.359,254.271,255.186,256.101,257.017,257.932,258.847,259.759,260.67,261.575,262.478,263.372,264.26,265.137,266.004,266.856,267.695,268.514,269.315,270.091,270.843,271.565,272.257,272.913,273.531,274.106,274.637,275.118,275.547,275.918,276.23,276.477,239.834,239.975,240.114,240.251,240.385,240.516,240.644,240.769,240.89,241.009,241.123,241.234,241.341,241.443,241.542,241.636,241.725,241.81,241.889,241.964,242.033,242.097,242.155,242.207,242.253,242.293,242.326,242.352,242.371,242.383,242.387,9428.05,18169.7,242.387
914400,241.449,0.883231,167.159,20464.2,873.961,611.773,-3238.02,-20464.2,30206.5,83590.9,0.0220539,0.0219527,-3.26744e-05,259.603,1.63213e-08,239.862,240.761,241.66,242.558,243.458,244.357,245.257,246.157,247.058,247.96,248.862,249.765,250.668,251.571,252.475,253.377,254.28,255.181,256.08,256.977,257.87,258.759,259.644,260.522,261.393,262.254,263.106,263.946,264.773,265.584,266.377,267.151,267.904,268.632,269.334,270.006,270.647,271.253,271.822,272.351,272.836,273.276,273.667,274.006,274.291,274.52,274.689,239.834,239.973,240.11,240.244,240.377,240.506,240.633,240.757,240.878,240.995,241.109,241.219,241.326,241.428,241.527,241.62,241.71,241.794,241.874,241.949,242.018,242.082,242.14,242.193,242.239,242.279,242.312,242.338,242.357,242.369,242.373,8963.4,17274.3,242.373
918000,241.433,0.883297,164.182,20527.1,833.606,583.524,-2577.55,-20527.1,29839.2,83590.8,0.0217857,0.0216716,-3.22868e-05,259.14,1.93163e-08,239.862,240.764,241.665,242.566,243.467,244.367,245.267,246.168,247.067,247.966,248.864,249.761,250.657,251.551,252.443,253.333,254.22,255.103,255.981,256.856,257.723,258.584,259.436,260.279,261.111,261.933,262.739,263.532,264.307,265.065,265.801,266.516,267.206,267.87,268.505,269.11,269.681,270.218,270.717,271.177,271.595,271.971,272.301,272.585,272.82,273.007,273.144,239.834,239.971,240.105,240.238,240.368,240.496,240.621,240.744,240.863,240.98,241.093,241.202,241.308,241.41,241.508,241.602,241.691,241.775,241.855,241.929,241.999,242.063,242.121,242.173,242.22,242.259,242.293,242.319,242.338,242.35,242.354,8564.4,16505.3,242.354
921600,241.415,0.88337,161.35,20495.6,802.794,561.956,-3052.97,-20495.6,29477.1,83590.7,0.0215214,0.0214001,-3.19032e-05,258.674,2.09977e-08,239.862,240.762,241.662,242.561,243.459,244.357,245.253,246.148,247.042,247.934,248.824,249.711,250.596,251.477,252.355,253.228,254.096,254.957,255.814,256.661,257.501,258.33,259.15,259.957,260.753,261.532,262.298,263.044,263.774,264.481,265.168,265.831,266.469,267.079,267.661,268.213,268.734,269.22,269.673,270.089,270.469,270.811,271.115,271.38,271.607,271.795,271.946,239.834,239.968,240.101,240.231,240.36,240.486,240.609,240.73,240.849,240.964,241.076,241.184,241.289,241.39,241.488,241.581,241.669,241.753,241.833,241.907,241.976,242.04,242.098,242.15,242.196,242.236,242.269,242.296,242.315,242.326,242.33,8258.24,15915.3,242.33
925200,241.397,0.883448,158.854,20368.4,783.629,548.54,-4631.15,-20368.4,29141.6,83590.6,0.0212764,0.0211543,-3.15495e-05,258.237,2.12518e-08,239.862,240.756,241.65,242.543,243.435,244.326,245.215,246.102,246.986,247.867,248.745,249.62,250.49,251.356,252.215,253.069,253.916,254.755,255.586,256.407,257.218,258.018,258.805,259.58,260.339,261.083,261.809,262.518,263.206,263.875,264.52,265.143,265.741,266.314,266.86,267.379,267.869,268.33,268.761,269.162,269.534,269.876,270.189,270.474,270.733,270.967,271.178,239.834,239.966,240.097,240.225,240.352,240.476,240.598,240.717,240.834,240.948,241.059,241.166,241.27,241.37,241.467,241.559,241.647,241.73,241.809,241.883,241.952,242.015,242.073,242.125,242.171,242.211,242.244,242.27,242.289,242.3,242.304,8065.77,15544.4,242.304
928800,241.378,0.883523,156.867,20163.2,777.418,544.192,-7180.24,-20163.2,28864.4,83590.4,0.021074,0.0209575,-3.12502e-05,257.86,2.00599e-08,239.861,240.747,241.631,242.515,243.397,244.277,245.155,246.03,246.902,247.77,248.634,249.492,250.346,251.193,252.034,252.867,253.693,254.509,255.315,256.111,256.895,257.667,258.426,259.171,259.9,260.613,261.309,261.987,262.646,263.285,263.903,264.5,265.075,265.627,266.157,266.663,267.146,267.606,268.043,268.459,268.854,269.229,269.586,269.929,270.258,270.578,270.892,239.834,239.965,240.093,240.22,240.345,240.468,240.588,240.706,240.821,240.934,241.043,241.149,241.252,241.351,241.446,241.538,241.625,241.708,241.786,241.859,241.927,241.99,242.048,242.099,242.145,242.184,242.217,242.243,242.262,242.274,242.277,8000.13,15417.9,242.277
932400,241.362,0.883592,155.524,19881.5,784.587,549.211,-10544.1,-19881.5,28652,83590.3,0.0209189,0.0208139,-3.10253e-05,257.567,1.74997e-08,239.861,240.734,241.606,242.477,243.347,244.214,245.078,245.939,246.795,247.648,248.496,249.338,250.173,251.002,251.823,252.637,253.441,254.236,255.019,255.793,256.553,257.302,258.037,258.759,259.465,260.156,260.83,261.488,262.129,262.753,263.357,263.945,264.514,265.065,265.598,266.115,266.614,267.099,267.569,268.027,268.474,268.914,269.348,269.781,270.215,270.655,271.106,239.834,239.963,240.091,240.216,240.34,240.461,240.58,240.697,240.81,240.921,241.03,241.135,241.236,241.334,241.429,241.519,241.605,241.687,241.765,241.837,241.905,241.967,242.024,242.075,242.12,242.159,242.192,242.218,242.236,242.248,242.252,8065.77,15544.4,242.252
936000,241.348,0.883649,154.924,19554.9,804.65,563.255,-14509.3,-19554.9,28531.3,83590.2,0.0208308,0.0207426,-3.08903e-05,257.378,1.37417e-08,239.861,240.719,241.577,242.433,243.288,244.14,244.988,245.833,246.674,247.511,248.341,249.166,249.984,250.795,251.598,252.392,253.178,253.954,254.719,255.474,256.217,256.947,257.666,258.371,259.063,259.742,260.406,261.056,261.692,262.314,262.922,263.516,264.097,264.666,265.224,265.771,266.31,266.843,267.37,267.896,268.422,268.952,269.49,270.04,270.606,271.194,271.808,239.834,239.963,240.09,240.214,240.337,240.457,240.575,240.69,240.803,240.913,241.019,241.123,241.224,241.321,241.414,241.503,241.589,241.67,241.746,241.818,241.885,241.947,242.003,242.054,242.099,242.137,242.17,242.195,242.214,242.225,242.229,8258.24,15915.3,242.229
939600,241.338,0.883691,155.107,19196,836.242,585.369,-18775.6,-19196,28500.9,83590.1,0.0208086,0.0207413,-3.08545e-05,257.308,9.03742e-09,239.86,240.703,241.545,242.386,243.224,244.06,244.893,245.722,246.547,247.367,248.181,248.99,249.791,250.586,251.373,252.152,252.922,253.683,254.434,255.176,255.907,256.628,257.337,258.036,258.723,259.4,260.065,260.72,261.364,261.999,262.624,263.242,263.852,264.457,265.057,265.656,266.254,266.855,267.461,268.075,268.701,269.342,270.003,270.689,271.405,272.156,272.948,239.834,239.963,240.089,240.214,240.336,240.455,240.572,240.687,240.798,240.907,241.013,241.116,241.216,241.312,241.404,241.492,241.577,241.657,241.733,241.804,241.87,241.931,241.987,242.037,242.081,242.12,242.152,242.177,242.195,242.206,242.21,8564.4,16505.3,242.21
943200,241.332,0.883714,156.066,18836.2,877.212,614.048,-23077.2,-18836.2,28569.7,83590,0.0208588,0.0208151,-3.09202e-05,257.359,3.7047e-09,239.86,240.687,241.513,242.338,243.161,243.981,244.798,245.612,246.421,247.226,248.026,248.82,249.608,250.389,251.164,251.931,252.69,253.441,254.185,254.92,255.646,256.364,257.073,257.774,258.467,259.152,259.831,260.502,261.168,261.829,262.486,263.141,263.796,264.452,265.112,265.777,266.45,267.135,267.834,268.551,269.291,270.056,270.852,271.684,272.558,273.477,274.45,239.834,239.964,240.091,240.215,240.337,240.456,240.573,240.687,240.798,240.906,241.012,241.114,241.212,241.308,241.399,241.487,241.57,241.65,241.725,241.795,241.861,241.921,241.976,242.026,242.07,242.108,242.139,242.164,242.182,242.193,242.197,8963.4,17274.3,242.197
946800,241.331,0.883718,157.735,18496.9,924.769,647.338,-27102,-18496.9,28730,83589.9,0.0209759,0.0209568,-3.1083e-05,257.529,-1.89393e-09,239.859,240.671,241.483,242.293,243.101,243.907,244.71,245.51,246.306,247.098,247.886,248.669,249.446,250.218,250.984,251.745,252.498,253.246,253.987,254.723,255.452,256.175,256.892,257.605,258.313,259.017,259.718,260.418,261.116,261.816,262.517,263.222,263.933,264.653,265.382,266.125,266.885,267.663,268.465,269.293,270.152,271.046,271.979,272.957,273.985,275.067,276.21,239.834,239.965,240.093,240.218,240.34,240.46,240.577,240.691,240.802,240.91,241.015,241.116,241.214,241.309,241.4,241.487,241.57,241.648,241.723,241.793,241.857,241.917,241.972,242.021,242.065,242.102,242.133,242.158,242.176,242.187,242.191,9428.05,18169.7,242.191
950400,241.335,0.883701,160.002,18199.8,975.675,682.973,-30588.6,-18199.8,28969.4,83589.8,0.0211507,0.0211557,-3.13317e-05,257.806,-7.37573e-09,239.859,240.658,241.456,242.254,243.05,243.843,244.635,245.424,246.21,246.992,247.771,248.546,249.318,250.084,250.847,251.605,252.36,253.109,253.856,254.598,255.337,256.073,256.807,257.539,258.271,259.003,259.737,260.473,261.214,261.96,262.714,263.478,264.254,265.044,265.851,266.678,267.528,268.404,269.31,270.249,271.226,272.244,273.308,274.421,275.59,276.818,278.11,239.834,239.967,240.096,240.222,240.346,240.466,240.583,240.698,240.809,240.917,241.022,241.123,241.221,241.315,241.406,241.492,241.575,241.653,241.727,241.796,241.861,241.92,241.974,242.023,242.066,242.103,242.134,242.159,242.177,242.188,242.191,9926.68,19130.7,242.191
954000,241.344,0.883665,162.707,17966.7,1026.46,718.524,-33293.8,-17966.7,29273.2,83589.7,0.0213725,0.0213994,-3.16495e-05,258.172,-1.23637e-08,239.858,240.647,241.436,242.223,243.01,243.795,244.578,245.359,246.138,246.915,247.69,248.462,249.231,249.998,250.762,251.524,252.284,253.042,253.798,254.554,255.309,256.065,256.822,257.582,258.344,259.111,259.883,260.664,261.452,262.252,263.064,263.891,264.736,265.6,266.486,267.397,268.337,269.307,270.312,271.355,272.44,273.569,274.747,275.977,277.263,278.609,280.018,239.834,239.969,240.1,240.228,240.353,240.474,240.593,240.708,240.819,240.928,241.033,241.134,241.232,241.326,241.417,241.503,241.585,241.663,241.737,241.806,241.87,241.929,241.983,242.032,242.074,242.111,242.142,242.167,242.184,242.195,242.199,10425.3,20091.7,242.199
957600,241.357,0.883612,165.666,17814.5,1073.67,751.57,-35029.6,-17814.5,29621.7,83589.5,0.0216269,0.0216718,-3.20146e-05,258.601,-1.65137e-08,239.858,240.641,241.423,242.204,242.984,243.764,244.543,245.321,246.097,246.872,247.646,248.42,249.191,249.963,250.733,251.505,252.275,253.047,253.819,254.594,255.371,256.153,256.938,257.73,258.527,259.334,260.149,260.977,261.817,262.672,263.543,264.435,265.346,266.282,267.243,268.234,269.255,270.311,271.403,272.536,273.71,274.93,276.198,277.518,278.89,280.319,281.806,239.834,239.971,240.104,240.234,240.361,240.484,240.603,240.72,240.832,240.941,241.047,241.149,241.247,241.342,241.432,241.519,241.601,241.679,241.752,241.821,241.885,241.944,241.998,242.046,242.089,242.126,242.156,242.181,242.198,242.209,242.213,10890,20987.1,242.213
961200,241.373,0.883546,168.671,17751.3,1114.08,779.859,-35691.7,-17751.3,29988.8,83589.4,0.0218949,0.0219529,-3.24022e-05,259.064,-1.95388e-08,239.858,240.638,241.417,242.196,242.975,243.754,244.532,245.31,246.088,246.866,247.644,248.423,249.203,249.983,250.765,251.549,252.335,253.125,253.918,254.716,255.519,256.329,257.146,257.972,258.808,259.656,260.516,261.391,262.282,263.191,264.12,265.07,266.044,267.045,268.073,269.131,270.221,271.347,272.508,273.709,274.951,276.235,277.564,278.939,280.361,281.832,283.352,239.834,239.974,240.109,240.241,240.369,240.494,240.615,240.733,240.847,240.957,241.063,241.166,241.265,241.36,241.451,241.538,241.62,241.698,241.772,241.841,241.905,241.964,242.017,242.066,242.108,242.145,242.176,242.2,242.218,242.228,242.232,11289,21756.1,242.232
964800,241.391,0.883471,171.517,17783.7,1144.95,801.466,-35211.7,-17783.7,30351.8,83589.3,0.0221599,0.0222251,-3.27859e-05,259.53,-2.12297e-08,239.858,240.639,241.42,242.202,242.983,243.764,244.546,245.329,246.113,246.898,247.684,248.473,249.263,250.057,250.853,251.654,252.459,253.27,254.086,254.91,255.741,256.582,257.432,258.294,259.167,260.056,260.958,261.878,262.816,263.774,264.753,265.755,266.782,267.835,268.916,270.027,271.169,272.344,273.553,274.797,276.077,277.394,278.75,280.143,281.574,283.043,284.549,239.834,239.976,240.114,240.248,240.378,240.505,240.627,240.746,240.862,240.973,241.081,241.185,241.284,241.38,241.472,241.559,241.642,241.72,241.794,241.864,241.928,241.987,242.041,242.089,242.132,242.169,242.199,242.224,242.241,242.252,242.256,11595.1,22346.1,242.256
968400,241.41,0.883393,174.009,17909.6,1164.17,814.919,-33650.6,-17909.6,30686.1,83589.2,0.022404,0.02247,-3.31395e-05,259.966,-2.14705e-08,239.858,240.645,241.432,242.219,243.007,243.795,244.585,245.376,246.169,246.964,247.763,248.564,249.369,250.178,250.993,251.813,252.639,253.472,254.314,255.163,256.024,256.894,257.777,258.671,259.581,260.505,261.447,262.405,263.383,264.381,265.401,266.442,267.509,268.6,269.717,270.861,272.034,273.235,274.465,275.724,277.012,278.33,279.676,281.049,282.448,283.872,285.317,239.834,239.978,240.118,240.254,240.386,240.514,240.639,240.76,240.876,240.989,241.098,241.203,241.304,241.4,241.493,241.581,241.665,241.744,241.818,241.888,241.952,242.012,242.066,242.115,242.158,242.195,242.225,242.25,242.268,242.278,242.282,11787.6,22717,242.282
