Time,Tv_avg,rho_V_avg,Q_VL,Q_L,Q_V,V_L,B_L,BOG,drho_V_avg,dV_L,T_BOG,Q_Vw,Q_tot
93600,241.127,0.884565,146.753,19143.9,974.579,83619.5,0.0218298,0.0218931,-2.08099e-08,-3.20258e-05,241.822,682.205,29899.5
97200,241.144,0.884492,148.069,19143.9,974.148,83619.4,0.0218305,0.0218878,-1.94459e-08,-3.20268e-05,241.851,681.904,29900.5
100800,241.16,0.884425,149.289,19143.9,973.748,83619.3,0.0218312,0.0218829,-1.81696e-08,-3.20278e-05,241.879,681.624,29901.4
104400,241.176,0.884362,150.423,19143.8,973.375,83619.2,0.0218318,0.0218782,-1.69819e-08,-3.20287e-05,241.905,681.363,29902.3
108000,241.19,0.884302,151.485,19143.8,973.029,83619.1,0.0218324,0.021874,-1.58801e-08,-3.20296e-05,241.929,681.12,29903.1
111600,241.203,0.884247,152.491,19143.8,972.706,83618.9,0.0218329,0.02187,-1.4853e-08,-3.20304e-05,241.952,680.894,29903.8
115200,241.216,0.884196,153.439,19143.8,972.405,83618.8,0.0218334,0.0218662,-1.38783e-08,-3.20311e-05,241.973,680.684,29904.6
118800,241.227,0.884147,154.302,19143.7,972.127,83618.7,0.0218339,0.0218627,-1.29768e-08,-3.20318e-05,241.993,680.489,29905.2
122400,241.238,0.884102,155.139,19143.7,971.867,83618.6,0.0218344,0.0218595,-1.21465e-08,-3.20325e-05,242.012,680.307,29905.8
126000,241.249,0.88406,155.928,19143.7,971.626,83618.5,0.0218348,0.0218564,-1.13356e-08,-3.20331e-05,242.029,680.138,29906.4
129600,241.258,0.88402,156.609,19143.6,971.403,83618.4,0.0218351,0.0218535,-1.05941e-08,-3.20336e-05,242.045,679.982,29906.9
133200,241.267,0.883984,157.293,19143.6,971.195,83618.2,0.0218355,0.0218509,-9.91274e-09,-3.20342e-05,242.061,679.837,29907.4
136800,241.275,0.883949,157.904,19143.6,971.004,83618.1,0.0218359,0.0218483,-9.26099e-09,-3.20347e-05,242.075,679.702,29907.9
140400,241.283,0.883917,158.485,19143.6,970.825,83618,0.0218362,0.021846,-8.6656e-09,-3.20351e-05,242.088,679.578,29908.3
144000,241.29,0.883887,159.034,19143.5,970.66,83617.9,0.0218365,0.0218439,-8.10721e-09,-3.20355e-05,242.1,679.462,29908.7
147600,241.297,0.883859,159.551,19143.5,970.508,83617.8,0.0218367,0.0218418,-7.57243e-09,-3.2036e-05,242.112,679.355,29909.1
151200,241.304,0.883832,160.009,19143.5,970.367,83617.7,0.021837,0.0218399,-7.09608e-09,-3.20363e-05,242.123,679.257,29909.4
154800,241.31,0.883807,160.499,19143.5,970.236,83617.6,0.0218373,0.0218382,-6.63177e-09,-3.20367e-05,242.133,679.165,29909.8
158400,241.315,0.883784,160.883,19143.4,970.116,83617.4,0.0218375,0.0218363,-6.16572e-09,-3.2037e-05,242.143,679.081,29910.1
162000,241.32,0.883763,161.226,19143.4,970.006,83617.3,0.0218376,0.0218349,-5.79998e-09,-3.20373e-05,242.151,679.004,29910.3
165600,241.325,0.883743,161.645,19143.4,969.903,83617.2,0.0218379,0.0218334,-5.42164e-09,-3.20376e-05,242.16,678.932,29910.6
169200,241.33,0.883724,161.929,19143.4,969.81,83617.1,0.021838,0.0218319,-5.02924e-09,-3.20379e-05,242.168,678.867,29910.8
172800,241.334,0.883706,162.198,19143.3,969.725,83617,0.0218381,0.0218307,-4.72622e-09,-3.20381e-05,242.175,678.808,29911
176400,241.338,0.88369,162.499,19143.3,969.646,83616.9,0.0218383,0.0218296,-4.44634e-09,-3.20383e-05,242.182,678.752,29911.2
180000,241.342,0.883674,162.791,19143.3,969.574,83616.7,0.0218385,0.0218285,-4.16429e-09,-3.20385e-05,242.188,678.702,29911.4
183600,241.345,0.88366,163.064,19143.3,969.507,83616.6,0.0218386,0.0218274,-3.8918e-09,-3.20387e-05,242.194,678.655,29911.6
187200,241.349,0.883646,163.307,19143.2,969.447,83616.5,0.0218387,0.0218264,-3.6229e-09,-3.20389e-05,242.199,678.613,29911.8
190800,241.352,0.883634,163.5,19143.2,969.393,83616.4,0.0218388,0.0218255,-3.39124e-09,-3.20391e-05,242.205,678.575,29912
194400,241.354,0.883622,163.717,19143.2,969.344,83616.3,0.0218389,0.0218247,-3.19268e-09,-3.20393e-05,242.21,678.541,29912.1
198000,241.357,0.883611,163.928,19143.1,969.299,83616.2,0.0218391,0.0218238,-2.97344e-09,-3.20394e-05,242.214,678.509,29912.3
201600,241.36,0.883601,164.08,19143.1,969.259,83616.1,0.0218391,0.0218231,-2.78813e-09,-3.20396e-05,242.218,678.481,29912.4
205200,241.362,0.883591,164.278,19143.1,969.223,83615.9,0.0218392,0.0218225,-2.6281e-09,-3.20397e-05,242.222,678.456,29912.5
208800,241.364,0.883582,164.451,19143.1,969.19,83615.8,0.0218393,0.0218218,-2.45741e-09,-3.20398e-05,242.226,678.433,29912.6
212400,241.366,0.883573,164.616,19143,969.161,83615.7,0.0218394,0.0218213,-2.30789e-09,-3.20399e-05,242.23,678.413,29912.7
216000,241.368,0.883565,164.783,19143,969.136,83615.6,0.0218395,0.0218207,-2.15652e-09,-3.204e-05,242.233,678.395,29912.9
219600,241.37,0.883558,164.914,19143,969.114,83615.5,0.0218396,0.0218201,-2.01003e-09,-3.20401e-05,242.236,678.38,29913
223200,241.372,0.883551,165.037,19143,969.095,83615.4,0.0218396,0.0218196,-1.88529e-09,-3.20402e-05,242.239,678.366,29913
226800,241.373,0.883544,165.157,19142.9,969.079,83615.2,0.0218397,0.0218192,-1.77411e-09,-3.20403e-05,242.242,678.355,29913.1
230400,241.375,0.883538,165.281,19142.9,969.065,83615.1,0.0218397,0.0218188,-1.6642e-09,-3.20404e-05,242.244,678.345,29913.2
234000,241.376,0.883532,165.389,19142.9,969.054,83615,0.0218398,0.0218183,-1.5509e-09,-3.20404e-05,242.247,678.338,29913.3
237600,241.378,0.883527,165.476,19142.9,969.045,83614.9,0.0218398,0.021818,-1.47329e-09,-3.20405e-05,242.249,678.331,29913.3
241200,241.379,0.883521,165.617,19142.8,969.037,83614.8,0.0218399,0.0218177,-1.37121e-09,-3.20406e-05,242.251,678.326,29913.5
244800,241.38,0.883517,165.664,19142.8,969.033,83614.7,0.0218399,0.0218172,-1.25395e-09,-3.20406e-05,242.253,678.323,29913.5
248400,241.381,0.883512,165.714,19142.8,969.031,83614.6,0.0218399,0.021817,-1.21015e-09,-3.20407e-05,242.255,678.322,29913.5
252000,241.382,0.883508,165.837,19142.8,969.029,83614.4,0.02184,0.0218166,-1.10205e-09,-3.20407e-05,242.256,678.32,29913.6
255600,241.383,0.883504,165.793,19142.7,969.031,83614.3,0.02184,0.0218161,-1.01458e-09,-3.20408e-05,242.258,678.322,29913.5
259200,241.384,0.883501,165.861,19142.7,969.033,83614.2,0.02184,0.0218161,-9.95837e-10,-3.20408e-05,242.259,678.323,29913.6
262800,241.385,0.883497,165.921,19142.7,969.037,83614.1,0.02184,0.0218159,-9.38768e-10,-3.20409e-05,242.261,678.326,29913.6
266400,241.385,0.883494,165.989,19142.6,969.041,83614,0.0218401,0.0218155,-8.53721e-10,-3.20409e-05,242.262,678.329,29913.6
270000,241.386,0.883491,165.972,19142.6,969.048,83613.9,0.02184,0.0218154,-8.28678e-10,-3.20409e-05,242.263,678.334,29913.6
273600,241.387,0.883488,166.1,19142.6,969.054,83613.7,0.0218401,0.0218153,-7.97589e-10,-3.2041e-05,242.265,678.338,29913.7
277200,241.388,0.883485,166.121,19142.6,969.063,83613.6,0.0218401,0.021815,-7.22986e-10,-3.2041e-05,242.266,678.344,29913.7
280800,241.388,0.883483,166.173,19142.5,969.072,83613.5,0.0218401,0.0218149,-6.9683e-10,-3.2041e-05,242.267,678.35,29913.7
284400,241.389,0.88348,166.229,19142.5,969.082,83613.4,0.0218402,0.0218148,-6.59705e-10,-3.2041e-05,242.268,678.357,29913.8
288000,241.389,0.883478,166.283,19142.5,969.093,83613.3,0.0218402,0.0218146,-6.16213e-10,-3.20411e-05,242.269,678.365,29913.8
291600,241.39,0.883476,166.32,19142.5,969.104,83613.2,0.0218402,0.0218146,-6.06625e-10,-3.20411e-05,242.27,678.373,29913.8
295200,241.39,0.883474,166.432,19142.4,969.116,83613.1,0.0218403,0.0218145,-5.69607e-10,-3.20411e-05,242.27,678.381,29913.9
298800,241.391,0.883472,166.454,19142.4,969.129,83612.9,0.0218403,0.0218142,-5.03324e-10,-3.20411e-05,242.271,678.39,29913.9
302400,241.391,0.88347,166.475,19142.4,969.143,83612.8,0.0218403,0.0218141,-4.73599e-10,-3.20411e-05,242.272,678.4,29913.9
306000,241.392,0.883468,166.49,19142.4,969.158,83612.7,0.0218403,0.021814,-4.54593e-10,-3.20411e-05,242.273,678.411,29913.9
309600,241.392,0.883467,166.526,19142.3,969.173,83612.6,0.0218403,0.0218139,-4.25169e-10,-3.20412e-05,242.273,678.421,29914
313200,241.392,0.883465,166.527,19142.3,969.19,83612.5,0.0218403,0.0218136,-3.80809e-10,-3.20412e-05,242.274,678.433,29913.9
316800,241.393,0.883464,166.51,19142.3,969.207,83612.4,0.0218403,0.0218137,-3.87077e-10,-3.20412e-05,242.274,678.445,29913.9
320400,241.393,0.883463,166.577,19142.2,969.223,83612.2,0.0218403,0.0218136,-3.66246e-10,-3.20412e-05,242.275,678.456,29914
324000,241.393,0.883461,166.555,19142.2,969.241,83612.1,0.0218403,0.0218134,-3.31158e-10,-3.20412e-05,242.276,678.468,29913.9
327600,241.394,0.88346,166.581,19142.2,969.258,83612,0.0218403,0.0218134,-3.29523e-10,-3.20412e-05,242.276,678.481,29913.9
331200,241.394,0.883459,166.596,19142.2,969.276,83611.9,0.0218403,0.0218132,-2.80453e-10,-3.20412e-05,242.277,678.493,29913.9
334800,241.394,0.883458,166.54,19142.1,969.296,83611.8,0.0218402,0.0218132,-2.82582e-10,-3.20412e-05,242.277,678.507,29913.9
338400,241.394,0.883457,166.597,19142.1,969.314,83611.7,0.0218403,0.0218133,-3.06296e-10,-3.20412e-05,242.277,678.52,29913.9
342000,241.395,0.883456,166.633,19142.1,969.333,83611.6,0.0218403,0.0218132,-2.81729e-10,-3.20412e-05,242.278,678.533,29913.9
345600,241.395,0.883455,166.662,19142.1,969.352,83611.4,0.0218403,0.0218132,-2.83482e-10,-3.20412e-05,242.278,678.546,29913.9
349200,241.395,0.883454,166.731,19142,969.371,83611.3,0.0218403,0.0218132,-2.57188e-10,-3.20412e-05,242.279,678.559,29914
352800,241.395,0.883453,166.723,19142,969.391,83611.2,0.0218403,0.0218131,-2.42049e-10,-3.20412e-05,242.279,678.574,29914
356400,241.396,0.883452,166.781,19142,969.41,83611.1,0.0218403,0.021813,-2.2173e-10,-3.20412e-05,242.279,678.587,29914
360000,241.396,0.883452,166.747,19142,969.431,83611,0.0218403,0.0218128,-1.90918e-10,-3.20412e-05,242.28,678.602,29914
363600,241.396,0.883451,166.752,19141.9,969.452,83610.9,0.0218403,0.0218129,-2.07903e-10,-3.20412e-05,242.28,678.617,29914
367200,241.396,0.88345,166.781,19141.9,969.473,83610.7,0.0218403,0.0218128,-1.87329e-10,-3.20412e-05,242.28,678.631,29914
370800,241.396,0.88345,166.756,19141.9,969.494,83610.6,0.0218403,0.0218128,-1.77212e-10,-3.20412e-05,242.28,678.646,29914
374400,241.396,0.883449,166.778,19141.9,969.515,83610.5,0.0218403,0.0218128,-1.77316e-10,-3.20412e-05,242.281,678.661,29914
378000,241.397,0.883448,166.77,19141.8,969.537,83610.4,0.0218403,0.0218125,-1.28794e-10,-3.20412e-05,242.281,678.676,29913.9
381600,241.397,0.883448,166.689,19141.8,969.56,83610.3,0.0218402,0.0218126,-1.47208e-10,-3.20412e-05,242.281,678.692,29913.9
385200,241.397,0.883447,166.742,19141.8,969.581,83610.2,0.0218402,0.0218127,-1.74967e-10,-3.20412e-05,242.281,678.707,29913.9
388800,241.397,0.883447,166.743,19141.7,969.603,83610.1,0.0218402,0.0218127,-1.6535e-10,-3.20412e-05,242.282,678.722,29913.9
392400,241.397,0.883446,166.785,19141.7,969.624,83609.9,0.0218403,0.0218128,-1.86974e-10,-3.20412e-05,242.282,678.737,29913.9
396000,241.397,0.883445,166.851,19141.7,969.645,83609.8,0.0218403,0.0218127,-1.6105e-10,-3.20412e-05,242.282,678.751,29914
399600,241.397,0.883445,166.841,19141.7,969.667,83609.7,0.0218403,0.0218127,-1.5271e-10,-3.20412e-05,242.282,678.767,29914
403200,241.398,0.883444,166.898,19141.6,969.689,83609.6,0.0218403,0.0218126,-1.34729e-10,-3.20412e-05,242.282,678.782,29914
406800,241.398,0.883444,166.854,19141.6,969.712,83609.5,0.0218403,0.0218124,-1.03001e-10,-3.20412e-05,242.283,678.798,29913.9
410400,241.398,0.883443,166.842,19141.6,969.735,83609.4,0.0218403,0.0218125,-1.28929e-10,-3.20412e-05,242.283,678.814,29913.9
414000,241.398,0.883443,166.87,19141.6,969.757,83609.3,0.0218403,0.0218125,-1.14619e-10,-3.20412e-05,242.283,678.83,29913.9
417600,241.398,0.883443,166.832,19141.5,969.78,83609.1,0.0218402,0.0218124,-1.01425e-10,-3.20411e-05,242.283,678.846,29913.9
421200,241.398,0.883442,166.835,19141.5,969.803,83609,0.0218402,0.0218124,-1.12946e-10,-3.20411e-05,242.283,678.862,29913.9
424800,241.398,0.883442,166.832,19141.5,969.826,83608.9,0.0218402,0.0218124,-1.04431e-10,-3.20411e-05,242.283,678.878,29913.9
428400,241.398,0.883441,166.821,19141.5,969.849,83608.8,0.0218402,0.0218124,-1.0504e-10,-3.20411e-05,242.284,678.894,29913.8
432000,241.398,0.883441,166.826,19141.4,969.871,83608.7,0.0218402,0.0218124,-1.1916e-10,-3.20411e-05,242.284,678.91,29913.8
435600,241.398,0.883441,166.856,19141.4,969.894,83608.6,0.0218402,0.0218125,-1.37776e-10,-3.20411e-05,242.284,678.926,29913.9
439200,241.399,0.88344,166.911,19141.4,969.916,83608.4,0.0218403,0.0218125,-1.1946e-10,-3.20411e-05,242.284,678.941,29913.9
442800,241.399,0.88344,166.901,19141.4,969.939,83608.3,0.0218402,0.0218124,-9.93428e-11,-3.20411e-05,242.284,678.957,29913.9
446400,241.399,0.883439,166.912,19141.3,969.962,83608.2,0.0218402,0.0218125,-1.20402e-10,-3.20411e-05,242.284,678.973,29913.9
450000,241.399,0.883439,166.958,19141.3,969.984,83608.1,0.0218403,0.0218123,-8.73944e-11,-3.20411e-05,242.285,678.989,29913.9
453600,241.399,0.883439,166.893,19141.3,970.009,83608,0.0218402,0.0218121,-4.11238e-11,-3.20411e-05,242.285,679.006,29913.8
457200,241.399,0.883439,166.829,19141.2,970.033,83607.9,0.0218402,0.0218122,-8.69099e-11,-3.20411e-05,242.285,679.023,29913.8
460800,241.399,0.883438,166.88,19141.2,970.055,83607.8,0.0218402,0.0218123,-9.49808e-11,-3.20411e-05,242.285,679.039,29913.8
464400,241.399,0.883438,166.839,19141.2,970.079,83607.6,0.0218401,0.0218122,-8.23796e-11,-3.20411e-05,242.285,679.056,29913.8
468000,241.399,0.883437,166.862,19141.2,970.102,83607.5,0.0218402,0.0218123,-1.06316e-10,-3.20411e-05,242.285,679.072,29913.8
471600,241.399,0.883437,166.883,19141.1,970.125,83607.4,0.0218402,0.0218123,-1.05064e-10,-3.2041e-05,242.285,679.088,29913.8
475200,241.399,0.883437,166.905,19141.1,970.148,83607.3,0.0218402,0.0218123,-1.07188e-10,-3.2041e-05,242.285,679.104,29913.8
478800,241.399,0.883436,166.934,19141.1,970.171,83607.2,0.0218402,0.0218123,-9.78941e-11,-3.2041e-05,242.286,679.12,29913.8
482400,241.399,0.883436,166.936,19141.1,970.194,83607.1,0.0218402,0.0218123,-1.04472e-10,-3.2041e-05,242.286,679.136,29913.8
486000,241.4,0.883436,166.983,19141,970.217,83606.9,0.0218402,0.0218123,-8.88613e-11,-3.2041e-05,242.286,679.152,29913.8
489600,241.4,0.883435,166.95,19141,970.241,83606.8,0.0218402,0.021812,-3.10618e-11,-3.2041e-05,242.286,679.169,29913.8
493200,241.4,0.883435,166.857,19141,970.266,83606.7,0.0218401,0.0218121,-6.09156e-11,-3.2041e-05,242.286,679.186,29913.7
496800,241.4,0.883435,166.898,19141,970.289,83606.6,0.0218401,0.0218122,-8.70448e-11,-3.2041e-05,242.286,679.202,29913.7
500400,241.4,0.883435,166.872,19140.9,970.313,83606.5,0.0218401,0.0218121,-8.00268e-11,-3.2041e-05,242.286,679.219,29913.7
504000,241.4,0.883434,166.897,19140.9,970.336,83606.4,0.0218401,0.0218123,-1.13024e-10,-3.2041e-05,242.286,679.235,29913.7
507600,241.4,0.883434,166.953,19140.9,970.358,83606.3,0.0218401,0.0218123,-1.06942e-10,-3.2041e-05,242.287,679.251,29913.8
511200,241.4,0.883434,166.965,19140.8,970.382,83606.1,0.0218401,0.0218122,-8.27333e-11,-3.2041e-05,242.287,679.267,29913.8
514800,241.4,0.883433,166.962,19140.8,970.405,83606,0.0218401,0.0218122,-7.70878e-11,-3.2041e-05,242.287,679.284,29913.7
518400,241.4,0.883433,166.962,19140.8,970.429,83605.9,0.0218401,0.0218121,-5.37393e-11,-3.20409e-05,242.287,679.3,29913.7
522000,241.4,0.883433,166.903,19140.8,970.454,83605.8,0.0218401,0.0218121,-7.27947e-11,-3.20409e-05,242.287,679.318,29913.7
525600,241.4,0.883433,166.95,19140.7,970.476,83605.7,0.0218401,0.0218121,-7.57777e-11,-3.20409e-05,242.287,679.333,29913.7
529200,241.4,0.883432,166.901,19140.7,970.501,83605.6,0.0218401,0.021812,-5.74033e-11,-3.20409e-05,242.287,679.351,29913.6
532800,241.4,0.883432,166.904,19140.7,970.524,83605.4,0.0218401,0.0218121,-8.74418e-11,-3.20409e-05,242.287,679.367,29913.6
536400,241.401,0.883432,166.928,19140.7,970.547,83605.3,0.0218401,0.0218122,-1.09153e-10,-3.20409e-05,242.287,679.383,29913.7
540000,241.401,0.883431,166.985,19140.6,970.57,83605.2,0.0218401,0.0218122,-9.71671e-11,-3.20409e-05,242.288,679.399,29913.7
543600,241.401,0.883431,166.981,19140.6,970.594,83605.1,0.0218401,0.0218122,-9.5852e-11,-3.20409e-05,242.288,679.416,29913.7
547200,241.401,0.883431,167.035,19140.6,970.616,83605,0.0218401,0.0218122,-9.25909e-11,-3.20409e-05,242.288,679.431,29913.7
550800,241.401,0.88343,167.024,19140.6,970.64,83604.9,0.0218401,0.0218119,-1.33985e-11,-3.20409e-05,242.288,679.448,29913.7
554400,241.401,0.883431,166.885,19140.5,970.666,83604.8,0.02184,0.0218118,-1.35689e-11,-3.20409e-05,242.288,679.466,29913.6
558000,241.401,0.88343,166.875,19140.5,970.69,83604.6,0.02184,0.021812,-7.30851e-11,-3.20409e-05,242.288,679.483,29913.5
561600,241.401,0.88343,166.883,19140.5,970.714,83604.5,0.02184,0.0218121,-1.0187e-10,-3.20408e-05,242.288,679.5,29913.5
565200,241.401,0.88343,166.943,19140.5,970.736,83604.4,0.02184,0.0218123,-1.30256e-10,-3.20408e-05,242.288,679.515,29913.6
568800,241.401,0.883429,167.02,19140.4,970.758,83604.3,0.0218401,0.0218122,-9.44617e-11,-3.20408e-05,242.288,679.531,29913.7
572400,241.401,0.883429,166.994,19140.4,970.783,83604.2,0.02184,0.021812,-6.64829e-11,-3.20408e-05,242.289,679.548,29913.6
576000,241.401,0.883429,167.003,19140.4,970.806,83604.1,0.02184,0.0218121,-8.23517e-11,-3.20408e-05,242.289,679.564,29913.6
579600,241.401,0.883428,167.016,19140.3,970.83,83603.9,0.02184,0.021812,-5.8487e-11,-3.20408e-05,242.289,679.581,29913.6
583200,241.401,0.883428,166.967,19140.3,970.854,83603.8,0.02184,0.0218119,-4.80552e-11,-3.20408e-05,242.289,679.598,29913.6
586800,241.401,0.883428,166.955,19140.3,970.878,83603.7,0.02184,0.021812,-6.7e-11,-3.20408e-05,242.289,679.615,29913.5
590400,241.402,0.883428,166.953,19140.3,970.902,83603.6,0.02184,0.021812,-7.96613e-11,-3.20408e-05,242.289,679.631,29913.5
594000,241.402,0.883427,166.971,19140.2,970.925,83603.5,0.02184,0.0218121,-9.04076e-11,-3.20408e-05,242.289,679.648,29913.5
597600,241.402,0.883427,166.996,19140.2,970.948,83603.4,0.02184,0.0218121,-1.01827e-10,-3.20408e-05,242.289,679.664,29913.6
601200,241.402,0.883427,167.043,19140.2,970.971,83603.3,0.02184,0.0218122,-1.02298e-10,-3.20408e-05,242.289,679.68,29913.6
604800,241.402,0.883426,167.069,19140.2,970.994,83603.1,0.02184,0.021812,-6.42553e-11,-3.20408e-05,242.289,679.696,29913.6
608400,241.402,0.883426,167.023,19140.1,971.019,83603,0.02184,0.0218117,-1.22581e-11,-3.20407e-05,242.29,679.713,29913.5
612000,241.402,0.883426,166.922,19140.1,971.044,83602.9,0.0218399,0.0218118,-4.54523e-11,-3.20407e-05,242.29,679.731,29913.4
615600,241.402,0.883426,166.957,19140.1,971.067,83602.8,0.0218399,0.021812,-9.21283e-11,-3.20407e-05,242.29,679.747,29913.5
619200,241.402,0.883426,166.971,19140.1,971.091,83602.7,0.0218399,0.0218121,-1.03078e-10,-3.20407e-05,242.29,679.764,29913.5
622800,241.402,0.883425,167.033,19140,971.113,83602.6,0.02184,0.0218121,-9.56626e-11,-3.20407e-05,242.29,679.779,29913.5
626400,241.402,0.883425,167.028,19140,971.137,83602.4,0.02184,0.021812,-7.21695e-11,-3.20407e-05,242.29,679.796,29913.5
630000,241.402,0.883425,167.034,19140,971.161,83602.3,0.02184,0.021812,-7.77174e-11,-3.20407e-05,242.29,679.813,29913.5
633600,241.402,0.883424,167.043,19140,971.184,83602.2,0.02184,0.0218119,-5.25934e-11,-3.20407e-05,242.29,679.829,29913.5
637200,241.402,0.883424,166.987,19139.9,971.209,83602.1,0.0218399,0.0218118,-4.60226e-11,-3.20407e-05,242.29,679.846,29913.4
640800,241.402,0.883424,166.98,19139.9,971.233,83602,0.0218399,0.0218119,-7.21502e-11,-3.20407e-05,242.29,679.863,29913.4
644400,241.402,0.883424,166.988,19139.9,971.256,83601.9,0.0218399,0.021812,-8.58832e-11,-3.20407e-05,242.291,679.879,29913.4
648000,241.403,0.883423,167.014,19139.8,971.28,83601.8,0.0218399,0.021812,-9.75588e-11,-3.20407e-05,242.291,679.896,29913.4
651600,241.403,0.883423,167.051,19139.8,971.303,83601.6,0.0218399,0.021812,-8.54958e-11,-3.20407e-05,242.291,679.912,29913.5
655200,241.403,0.883423,167.048,19139.8,971.326,83601.5,0.0218399,0.021812,-7.85377e-11,-3.20406e-05,242.291,679.928,29913.4
658800,241.403,0.883422,167.068,19139.8,971.35,83601.4,0.0218399,0.0218119,-6.39258e-11,-3.20406e-05,242.291,679.945,29913.5
662400,241.403,0.883422,167.03,19139.7,971.374,83601.3,0.0218399,0.0218117,-2.37381e-11,-3.20406e-05,242.291,679.962,29913.4
666000,241.403,0.883422,166.951,19139.7,971.399,83601.2,0.0218398,0.0218118,-6.09147e-11,-3.20406e-05,242.291,679.979,29913.3
669600,241.403,0.883422,167.004,19139.7,971.422,83601.1,0.0218399,0.0218121,-1.1502e-10,-3.20406e-05,242.291,679.995,29913.4
673200,241.403,0.883421,167.057,19139.7,971.445,83600.9,0.0218399,0.0218121,-1.17033e-10,-3.20406e-05,242.291,680.011,29913.4
676800,241.403,0.883421,167.115,19139.6,971.467,83600.8,0.0218399,0.0218119,-6.13739e-11,-3.20406e-05,242.292,680.027,29913.5
680400,241.403,0.883421,167.033,19139.6,971.493,83600.7,0.0218399,0.0218116,-1.91859e-11,-3.20406e-05,242.292,680.045,29913.4
684000,241.403,0.883421,166.988,19139.6,971.517,83600.6,0.0218398,0.0218117,-4.37982e-11,-3.20406e-05,242.292,680.062,29913.3
