Time,Tv_avg,rho_V_avg,Q_VL,Q_L,Q_V,V_L,B_L,BOG,drho_V_avg,dV_L,T_BOG,Q_Vw,Q_tot
687600,241.403,0.883421,166.966,19139.6,971.541,83600.5,0.0218398,0.0218118,-7.7648e-11,-3.20406e-05,242.292,680.079,29913.3
691200,241.403,0.88342,167.003,19139.5,971.564,83600.4,0.0218398,0.021812,-1.21796e-10,-3.20406e-05,242.292,680.095,29913.3
694800,241.403,0.88342,167.089,19139.5,971.586,83600.3,0.0218399,0.021812,-9.85875e-11,-3.20405e-05,242.292,680.11,29913.4
698400,241.403,0.88342,167.07,19139.5,971.61,83600.1,0.0218398,0.0218118,-6.04008e-11,-3.20405e-05,242.292,680.127,29913.4
702000,241.404,0.883419,167.062,19139.4,971.634,83600,0.0218398,0.0218119,-7.51309e-11,-3.20405e-05,242.292,680.144,29913.3
705600,241.404,0.883419,167.079,19139.4,971.658,83599.9,0.0218398,0.0218118,-5.16533e-11,-3.20405e-05,242.292,680.16,29913.3
709200,241.404,0.883419,167.014,19139.4,971.683,83599.8,0.0218398,0.0218117,-4.38204e-11,-3.20405e-05,242.292,680.178,29913.3
712800,241.404,0.883419,167.012,19139.4,971.706,83599.7,0.0218398,0.0218118,-8.34007e-11,-3.20405e-05,242.293,680.194,29913.3
716400,241.404,0.883418,167.044,19139.3,971.729,83599.6,0.0218398,0.021812,-1.15804e-10,-3.20405e-05,242.293,680.211,29913.3
720000,241.404,0.883418,167.121,19139.3,971.752,83599.4,0.0218398,0.021812,-9.60276e-11,-3.20405e-05,242.293,680.226,29913.3
723600,241.404,0.883418,167.104,19139.3,971.776,83599.3,0.0218398,0.0218117,-4.76778e-11,-3.20405e-05,242.293,680.243,29913.3
727200,241.404,0.883418,167.063,19139.3,971.8,83599.2,0.0218398,0.0218117,-5.05279e-11,-3.20405e-05,242.293,680.26,29913.3
730800,241.404,0.883417,167.054,19139.2,971.824,83599.1,0.0218398,0.0218117,-4.91242e-11,-3.20405e-05,242.293,680.277,29913.2
734400,241.404,0.883417,167.009,19139.2,971.849,83599,0.0218397,0.0218118,-7.92605e-11,-3.20404e-05,242.293,680.294,29913.2
738000,241.404,0.883417,167.074,19139.2,971.871,83598.9,0.0218398,0.0218121,-1.33333e-10,-3.20404e-05,242.293,680.31,29913.2
741600,241.404,0.883416,167.161,19139.2,971.893,83598.8,0.0218398,0.0218119,-8.29273e-11,-3.20404e-05,242.293,680.325,29913.3
745200,241.404,0.883416,167.102,19139.1,971.918,83598.6,0.0218398,0.0218117,-5.4589e-11,-3.20404e-05,242.293,680.343,29913.3
748800,241.404,0.883416,167.121,19139.1,971.941,83598.5,0.0218398,0.0218117,-4.39816e-11,-3.20404e-05,242.294,680.359,29913.3
752400,241.404,0.883416,167.036,19139.1,971.967,83598.4,0.0218397,0.0218115,-2.97574e-11,-3.20404e-05,242.294,680.377,29913.2
756000,241.404,0.883416,167.02,19139.1,971.991,83598.3,0.0218397,0.0218118,-8.76097e-11,-3.20404e-05,242.294,680.393,29913.1
759600,241.405,0.883415,167.076,19139,972.013,83598.2,0.0218397,0.0218119,-1.12878e-10,-3.20404e-05,242.294,680.409,29913.2
763200,241.405,0.883415,167.121,19139,972.036,83598.1,0.0218398,0.0218119,-9.32931e-11,-3.20404e-05,242.294,680.425,29913.2
766800,241.405,0.883415,167.13,19139,972.06,83597.9,0.0218398,0.0218117,-5.40142e-11,-3.20404e-05,242.294,680.442,29913.2
770400,241.405,0.883414,167.08,19138.9,972.084,83597.8,0.0218397,0.0218116,-4.31361e-11,-3.20404e-05,242.294,680.459,29913.2
774000,241.405,0.883414,167.062,19138.9,972.108,83597.7,0.0218397,0.0218117,-6.53633e-11,-3.20404e-05,242.294,680.476,29913.1
777600,241.405,0.883414,167.066,19138.9,972.132,83597.6,0.0218397,0.0218118,-8.67861e-11,-3.20403e-05,242.294,680.492,29913.1
781200,241.405,0.883414,167.1,19138.9,972.155,83597.5,0.0218397,0.0218118,-1.00539e-10,-3.20403e-05,242.294,680.509,29913.2
784800,241.405,0.883413,167.137,19138.8,972.178,83597.4,0.0218397,0.0218118,-7.69966e-11,-3.20403e-05,242.295,680.525,29913.2
788400,241.405,0.883413,167.114,19138.8,972.202,83597.3,0.0218397,0.0218116,-5.37139e-11,-3.20403e-05,242.295,680.542,29913.1
792000,241.405,0.883413,167.095,19138.8,972.226,83597.1,0.0218397,0.0218116,-5.45241e-11,-3.20403e-05,242.295,680.558,29913.1
795600,241.405,0.883413,167.074,19138.8,972.25,83597,0.0218397,0.0218117,-7.78037e-11,-3.20403e-05,242.295,680.575,29913.1
799200,241.405,0.883412,167.111,19138.7,972.273,83596.9,0.0218397,0.0218118,-9.55666e-11,-3.20403e-05,242.295,680.591,29913.1
802800,241.405,0.883412,167.133,19138.7,972.297,83596.8,0.0218397,0.0218117,-7.91081e-11,-3.20403e-05,242.295,680.608,29913.1
806400,241.405,0.883412,167.131,19138.7,972.32,83596.7,0.0218397,0.0218117,-7.3204e-11,-3.20403e-05,242.295,680.624,29913.1
810000,241.405,0.883411,167.138,19138.7,972.344,83596.6,0.0218397,0.0218115,-2.29603e-11,-3.20403e-05,242.295,680.641,29913.1
813600,241.405,0.883412,167.013,19138.6,972.37,83596.4,0.0218396,0.0218115,-5.23787e-11,-3.20403e-05,242.295,680.659,29913
817200,241.406,0.883411,167.093,19138.6,972.392,83596.3,0.0218396,0.0218119,-1.32524e-10,-3.20403e-05,242.295,680.675,29913
820800,241.406,0.883411,167.163,19138.6,972.415,83596.2,0.0218397,0.0218118,-9.45808e-11,-3.20403e-05,242.296,680.69,29913.1
824400,241.406,0.88341,167.15,19138.6,972.439,83596.1,0.0218397,0.0218115,-3.26064e-11,-3.20402e-05,242.296,680.707,29913.1
828000,241.406,0.88341,167.069,19138.5,972.464,83596,0.0218396,0.0218115,-4.11232e-11,-3.20402e-05,242.296,680.725,29913
831600,241.406,0.88341,167.077,19138.5,972.487,83595.9,0.0218396,0.0218117,-8.43321e-11,-3.20402e-05,242.296,680.741,29913
835200,241.406,0.88341,167.101,19138.5,972.511,83595.8,0.0218396,0.0218117,-9.45623e-11,-3.20402e-05,242.296,680.757,29913
838800,241.406,0.883409,167.134,19138.4,972.534,83595.6,0.0218396,0.0218117,-9.59284e-11,-3.20402e-05,242.296,680.774,29913
842400,241.406,0.883409,167.162,19138.4,972.557,83595.5,0.0218396,0.0218117,-8.3613e-11,-3.20402e-05,242.296,680.79,29913
846000,241.406,0.883409,167.165,19138.4,972.581,83595.4,0.0218396,0.0218115,-4.32463e-11,-3.20402e-05,242.296,680.806,29913
849600,241.406,0.883409,167.094,19138.4,972.606,83595.3,0.0218396,0.0218114,-4.32093e-11,-3.20402e-05,242.296,680.824,29913
853200,241.406,0.883408,167.097,19138.3,972.629,83595.2,0.0218396,0.0218117,-9.00397e-11,-3.20402e-05,242.296,680.841,29913
856800,241.406,0.883408,167.14,19138.3,972.652,83595.1,0.0218396,0.0218118,-1.2042e-10,-3.20402e-05,242.297,680.857,29913
860400,241.406,0.883408,167.217,19138.3,972.674,83594.9,0.0218396,0.0218117,-8.62799e-11,-3.20402e-05,242.297,680.872,29913.1
864000,241.406,0.883407,167.177,19138.3,972.699,83594.8,0.0218396,0.0218115,-3.90782e-11,-3.20402e-05,242.297,680.889,29913
867600,241.406,0.883407,167.139,19138.2,972.723,83594.7,0.0218396,0.0218114,-4.2978e-11,-3.20401e-05,242.297,680.906,29913
871200,241.406,0.883407,167.108,19138.2,972.748,83594.6,0.0218395,0.0218116,-8.23813e-11,-3.20401e-05,242.297,680.923,29912.9
874800,241.407,0.883407,167.166,19138.2,972.77,83594.5,0.0218396,0.0218118,-1.21239e-10,-3.20401e-05,242.297,680.939,29913
878400,241.407,0.883406,167.231,19138.2,972.793,83594.4,0.0218396,0.0218117,-7.98544e-11,-3.20401e-05,242.297,680.955,29913
882000,241.407,0.883406,167.188,19138.1,972.817,83594.3,0.0218396,0.0218113,-4.06472e-12,-3.20401e-05,242.297,680.972,29913
885600,241.407,0.883406,167.067,19138.1,972.843,83594.1,0.0218395,0.0218114,-4.38063e-11,-3.20401e-05,242.297,680.99,29912.8
889200,241.407,0.883406,167.121,19138.1,972.866,83594,0.0218395,0.0218117,-1.19886e-10,-3.20401e-05,242.297,681.006,29912.9
892800,241.407,0.883405,167.186,19138,972.888,83593.9,0.0218395,0.0218118,-1.21606e-10,-3.20401e-05,242.298,681.022,29912.9
896400,241.407,0.883405,167.244,19138,972.911,83593.8,0.0218396,0.0218115,-6.06397e-11,-3.20401e-05,242.298,681.038,29913
900000,241.407,0.883405,167.161,19138,972.936,83593.7,0.0218395,0.0218112,-1.56232e-12,-3.20401e-05,242.298,681.055,29912.9
903600,241.407,0.883405,167.075,19138,972.962,83593.6,0.0218394,0.0218114,-7.02843e-11,-3.20401e-05,242.298,681.073,29912.8
907200,241.407,0.883404,167.159,19137.9,972.984,83593.4,0.0218395,0.0218117,-1.24152e-10,-3.20401e-05,242.298,681.089,29912.9
910800,241.407,0.883404,167.204,19137.9,973.007,83593.3,0.0218395,0.0218116,-8.33573e-11,-3.20401e-05,242.298,681.105,29912.9
914400,241.407,0.883404,167.188,19137.9,973.031,83593.2,0.0218395,0.0218114,-5.10368e-11,-3.204e-05,242.298,681.121,29912.9
918000,241.407,0.883404,167.155,19137.9,973.055,83593.1,0.0218395,0.0218113,-3.67486e-11,-3.204e-05,242.298,681.138,29912.8
921600,241.407,0.883404,167.105,19137.8,973.08,83593,0.0218394,0.0218115,-7.71719e-11,-3.204e-05,242.298,681.156,29912.8
925200,241.407,0.883403,167.17,19137.8,973.102,83592.9,0.0218395,0.0218117,-1.1418e-10,-3.204e-05,242.299,681.171,29912.8
928800,241.408,0.883403,167.21,19137.8,973.125,83592.8,0.0218395,0.0218116,-9.09012e-11,-3.204e-05,242.299,681.187,29912.9
932400,241.408,0.883403,167.218,19137.8,973.149,83592.6,0.0218395,0.0218114,-4.42137e-11,-3.204e-05,242.299,681.204,29912.9
936000,241.408,0.883402,167.144,19137.7,973.174,83592.5,0.0218394,0.0218113,-4.29659e-11,-3.204e-05,242.299,681.222,29912.8
939600,241.408,0.883402,167.149,19137.7,973.197,83592.4,0.0218394,0.0218115,-9.24404e-11,-3.204e-05,242.299,681.238,29912.8
943200,241.408,0.883402,167.196,19137.7,973.22,83592.3,0.0218395,0.0218117,-1.18786e-10,-3.204e-05,242.299,681.254,29912.8
946800,241.408,0.883401,167.266,19137.7,973.242,83592.2,0.0218395,0.0218115,-7.77015e-11,-3.204e-05,242.299,681.27,29912.9
950400,241.408,0.883401,167.212,19137.6,973.267,83592.1,0.0218394,0.0218112,-9.32484e-12,-3.20399e-05,242.299,681.287,29912.8
954000,241.408,0.883401,167.115,19137.6,973.293,83591.9,0.0218394,0.0218113,-5.91869e-11,-3.20399e-05,242.299,681.305,29912.7
957600,241.408,0.883401,167.183,19137.6,973.315,83591.8,0.0218394,0.0218117,-1.27102e-10,-3.20399e-05,242.299,681.321,29912.8
961200,241.408,0.8834,167.251,19137.5,973.338,83591.7,0.0218395,0.0218116,-1.01459e-10,-3.20399e-05,242.3,681.336,29912.8
964800,241.408,0.8834,167.257,19137.5,973.361,83591.6,0.0218395,0.0218113,-2.94991e-11,-3.20399e-05,242.3,681.353,29912.8
968400,241.408,0.8834,167.15,19137.5,973.387,83591.5,0.0218394,0.0218112,-3.50928e-11,-3.20399e-05,242.3,681.371,29912.7
972000,241.408,0.8834,167.169,19137.5,973.41,83591.4,0.0218394,0.0218115,-1.01998e-10,-3.20399e-05,242.3,681.387,29912.7
975600,241.408,0.883399,167.225,19137.4,973.433,83591.3,0.0218394,0.0218115,-9.59133e-11,-3.20399e-05,242.3,681.403,29912.7
979200,241.408,0.883399,167.23,19137.4,973.456,83591.1,0.0218394,0.0218114,-6.87061e-11,-3.20399e-05,242.3,681.42,29912.7
982800,241.408,0.883399,167.219,19137.4,973.48,83591,0.0218394,0.0218113,-4.37295e-11,-3.20399e-05,242.3,681.436,29912.7
986400,241.408,0.883399,167.163,19137.4,973.505,83590.9,0.0218393,0.0218114,-8.22095e-11,-3.20399e-05,242.3,681.454,29912.7
990000,241.409,0.883398,167.246,19137.3,973.527,83590.8,0.0218394,0.0218116,-1.05701e-10,-3.20399e-05,242.3,681.469,29912.7
993600,241.409,0.883398,167.247,19137.3,973.551,83590.7,0.0218394,0.0218113,-4.40433e-11,-3.20399e-05,242.3,681.486,29912.7
997200,241.409,0.883398,167.181,19137.3,973.576,83590.6,0.0218393,0.0218112,-3.05387e-11,-3.20398e-05,242.301,681.503,29912.6
1000800,241.409,0.883398,167.149,19137.3,973.6,83590.4,0.0218393,0.0218114,-8.78189e-11,-3.20398e-05,242.301,681.52,29912.6
1004400,241.409,0.883397,167.221,19137.2,973.623,83590.3,0.0218393,0.0218115,-1.13901e-10,-3.20398e-05,242.301,681.536,29912.7
1008000,241.409,0.883397,167.253,19137.2,973.646,83590.2,0.0218394,0.0218114,-7.72769e-11,-3.20398e-05,242.301,681.552,29912.7
1011600,241.409,0.883397,167.236,19137.2,973.67,83590.1,0.0218393,0.0218111,-2.00476e-11,-3.20398e-05,242.301,681.569,29912.7
1015200,241.409,0.883397,167.128,19137.2,973.695,83590,0.0218393,0.0218112,-6.03823e-11,-3.20398e-05,242.301,681.587,29912.5
1018800,241.409,0.883396,167.21,19137.1,973.718,83589.9,0.0218393,0.0218116,-1.26679e-10,-3.20398e-05,242.301,681.602,29912.6
1022400,241.409,0.883396,167.264,19137.1,973.74,83589.8,0.0218393,0.0218115,-9.74102e-11,-3.20398e-05,242.301,681.618,29912.7
1026000,241.409,0.883396,167.274,19137.1,973.764,83589.6,0.0218393,0.0218112,-4.38405e-11,-3.20398e-05,242.301,681.635,29912.7
1029600,241.409,0.883396,167.197,19137,973.789,83589.5,0.0218393,0.0218112,-4.39272e-11,-3.20398e-05,242.301,681.652,29912.6
1033200,241.409,0.883395,167.208,19137,973.812,83589.4,0.0218393,0.0218114,-9.59338e-11,-3.20398e-05,242.302,681.669,29912.6
1036800,241.409,0.883395,167.258,19137,973.835,83589.3,0.0218393,0.0218115,-1.12416e-10,-3.20398e-05,242.302,681.685,29912.6
1040400,241.41,0.883395,167.308,19137,973.858,83589.2,0.0218393,0.0218113,-6.57838e-11,-3.20397e-05,242.302,681.701,29912.7
1044000,241.41,0.883394,167.245,19136.9,973.883,83589.1,0.0218393,0.0218111,-3.02418e-11,-3.20397e-05,242.302,681.718,29912.6
1047600,241.41,0.883394,167.209,19136.9,973.907,83588.9,0.0218393,0.0218113,-8.18527e-11,-3.20397e-05,242.302,681.735,29912.5
1051200,241.41,0.883394,167.271,19136.9,973.93,83588.8,0.0218393,0.0218115,-1.12431e-10,-3.20397e-05,242.302,681.751,29912.6
1054800,241.41,0.883394,167.309,19136.9,973.953,83588.7,0.0218393,0.0218113,-6.06732e-11,-3.20397e-05,242.302,681.767,29912.6
1058400,241.41,0.883393,167.245,19136.8,973.978,83588.6,0.0218393,0.0218111,-3.18734e-11,-3.20397e-05,242.302,681.784,29912.5
1062000,241.41,0.883393,167.214,19136.8,974.002,83588.5,0.0218392,0.0218114,-1.009e-10,-3.20397e-05,242.302,681.801,29912.5
1065600,241.41,0.883393,167.318,19136.8,974.024,83588.4,0.0218393,0.0218115,-1.08011e-10,-3.20397e-05,242.303,681.817,29912.6
1069200,241.41,0.883393,167.304,19136.8,974.048,83588.3,0.0218393,0.021811,-1.54789e-11,-3.20397e-05,242.303,681.833,29912.6
1072800,241.41,0.883393,167.182,19136.7,974.074,83588.1,0.0218392,0.0218111,-4.05388e-11,-3.20397e-05,242.303,681.852,29912.4
1076400,241.41,0.883392,167.229,19136.7,974.096,83588,0.0218392,0.0218114,-1.2026e-10,-3.20397e-05,242.303,681.867,29912.5
1080000,241.41,0.883392,167.302,19136.7,974.119,83587.9,0.0218393,0.0218115,-1.16094e-10,-3.20397e-05,242.303,681.883,29912.5
1083600,241.41,0.883391,167.339,19136.7,974.142,83587.8,0.0218393,0.0218112,-4.12532e-11,-3.20396e-05,242.303,681.899,29912.6
1087200,241.41,0.883391,167.229,19136.6,974.168,83587.7,0.0218392,0.021811,-3.31202e-11,-3.20396e-05,242.303,681.917,29912.4
1090800,241.41,0.883391,167.246,19136.6,974.191,83587.6,0.0218392,0.0218114,-1.10227e-10,-3.20396e-05,242.303,681.934,29912.5
1094400,241.41,0.883391,167.324,19136.6,974.213,83587.5,0.0218392,0.0218113,-8.05809e-11,-3.20396e-05,242.303,681.949,29912.5
1098000,241.41,0.883391,167.269,19136.5,974.238,83587.3,0.0218392,0.021811,-2.16858e-11,-3.20396e-05,242.303,681.967,29912.5
1101600,241.411,0.883391,167.204,19136.5,974.263,83587.2,0.0218391,0.0218112,-7.13695e-11,-3.20396e-05,242.303,681.984,29912.4
1105200,241.411,0.88339,167.27,19136.5,974.285,83587.1,0.0218392,0.0218115,-1.32311e-10,-3.20396e-05,242.304,682,29912.4
1108800,241.411,0.88339,167.353,19136.5,974.307,83587,0.0218392,0.0218113,-7.91489e-11,-3.20396e-05,242.304,682.015,29912.5
1112400,241.411,0.883389,167.289,19136.4,974.332,83586.9,0.0218392,0.0218109,-7.71866e-12,-3.20396e-05,242.304,682.033,29912.4
1116000,241.411,0.88339,167.199,19136.4,974.358,83586.8,0.0218391,0.0218111,-6.81276e-11,-3.20396e-05,242.304,682.05,29912.3
1119600,241.411,0.883389,167.282,19136.4,974.38,83586.6,0.0218392,0.0218114,-1.21716e-10,-3.20396e-05,242.304,682.066,29912.4
1123200,241.411,0.883389,167.322,19136.4,974.403,83586.5,0.0218392,0.0218112,-8.28865e-11,-3.20396e-05,242.304,682.082,29912.4
1126800,241.411,0.883388,167.311,19136.3,974.427,83586.4,0.0218392,0.021811,-3.96569e-11,-3.20395e-05,242.304,682.099,29912.4
1130400,241.411,0.883388,167.245,19136.3,974.452,83586.3,0.0218391,0.0218111,-6.99098e-11,-3.20395e-05,242.304,682.116,29912.3
1134000,241.411,0.883388,167.308,19136.3,974.474,83586.2,0.0218392,0.0218113,-1.03481e-10,-3.20395e-05,242.304,682.132,29912.4
1137600,241.411,0.883388,167.324,19136.3,974.498,83586.1,0.0218392,0.0218111,-6.53742e-11,-3.20395e-05,242.305,682.148,29912.4
1141200,241.411,0.883387,167.294,19136.2,974.522,83586,0.0218391,0.0218111,-5.12294e-11,-3.20395e-05,242.305,682.165,29912.4
1144800,241.411,0.883387,167.275,19136.2,974.546,83585.8,0.0218391,0.0218112,-8.44051e-11,-3.20395e-05,242.305,682.182,29912.3
1148400,241.411,0.883387,167.326,19136.2,974.569,83585.7,0.0218391,0.0218113,-9.9621e-11,-3.20395e-05,242.305,682.198,29912.4
1152000,241.411,0.883387,167.345,19136.1,974.592,83585.6,0.0218391,0.0218111,-5.66247e-11,-3.20395e-05,242.305,682.214,29912.4
1155600,241.412,0.883386,167.291,19136.1,974.617,83585.5,0.0218391,0.021811,-5.16206e-11,-3.20395e-05,242.305,682.232,29912.3
1159200,241.412,0.883386,167.297,19136.1,974.64,83585.4,0.0218391,0.0218112,-9.14186e-11,-3.20395e-05,242.305,682.248,29912.3
1162800,241.412,0.883386,167.34,19136.1,974.663,83585.3,0.0218391,0.0218112,-8.89659e-11,-3.20395e-05,242.305,682.264,29912.4
1166400,241.412,0.883385,167.34,19136,974.687,83585.1,0.0218391,0.021811,-4.97906e-11,-3.20394e-05,242.305,682.281,29912.3
1170000,241.412,0.883385,167.288,19136,974.711,83585,0.0218391,0.0218111,-8.14328e-11,-3.20394e-05,242.305,682.298,29912.3
1173600,241.412,0.883385,167.366,19136,974.734,83584.9,0.0218391,0.0218113,-1.02066e-10,-3.20394e-05,242.306,682.314,29912.3
1177200,241.412,0.883385,167.363,19136,974.757,83584.8,0.0218391,0.0218109,-2.08494e-11,-3.20394e-05,242.306,682.33,29912.3
1180800,241.412,0.883385,167.243,19135.9,974.783,83584.7,0.021839,0.0218109,-4.49033e-11,-3.20394e-05,242.306,682.348,29912.2
1184400,241.412,0.883384,167.299,19135.9,974.806,83584.6,0.021839,0.0218114,-1.43629e-10,-3.20394e-05,242.306,682.364,29912.3
1188000,241.412,0.883384,167.419,19135.9,974.827,83584.5,0.0218391,0.0218113,-1.0099e-10,-3.20394e-05,242.306,682.379,29912.4
1191600,241.412,0.883384,167.372,19135.9,974.852,83584.3,0.0218391,0.0218108,-2.03522e-12,-3.20394e-05,242.306,682.396,29912.3
1195200,241.412,0.883384,167.252,19135.8,974.878,83584.2,0.021839,0.021811,-7.12187e-11,-3.20394e-05,242.306,682.415,29912.2
1198800,241.412,0.883383,167.372,19135.8,974.899,83584.1,0.0218391,0.0218114,-1.3923e-10,-3.20394e-05,242.306,682.43,29912.3
1202400,241.412,0.883383,167.417,19135.8,974.922,83584,0.0218391,0.0218109,-2.39946e-11,-3.20394e-05,242.306,682.446,29912.3
1206000,241.412,0.883383,167.258,19135.8,974.949,83583.9,0.021839,0.0218108,-3.64207e-11,-3.20394e-05,242.306,682.464,29912.2
1209600,241.412,0.883382,167.333,19135.7,974.971,83583.8,0.021839,0.0218113,-1.22137e-10,-3.20394e-05,242.307,682.48,29912.2
1213200,241.413,0.883382,167.381,19135.7,974.994,83583.6,0.021839,0.0218112,-9.31186e-11,-3.20394e-05,242.307,682.496,29912.3
1216800,241.413,0.883382,167.386,19135.7,975.018,83583.5,0.021839,0.0218109,-3.50091e-11,-3.20393e-05,242.307,682.512,29912.2
1220400,241.413,0.883382,167.294,19135.6,975.043,83583.4,0.021839,0.021811,-7.58249e-11,-3.20393e-05,242.307,682.53,29912.1
1224000,241.413,0.883381,167.397,19135.6,975.065,83583.3,0.021839,0.0218112,-1.04647e-10,-3.20393e-05,242.307,682.545,29912.2
1227600,241.413,0.883381,167.375,19135.6,975.089,83583.2,0.021839,0.0218108,-1.55345e-11,-3.20393e-05,242.307,682.562,29912.2
1231200,241.413,0.883381,167.262,19135.6,975.115,83583.1,0.0218389,0.0218109,-5.57244e-11,-3.20393e-05,242.307,682.58,29912.1
1234800,241.413,0.883381,167.338,19135.5,975.137,83583,0.021839,0.0218112,-1.24782e-10,-3.20393e-05,242.307,682.596,29912.2
1238400,241.413,0.88338,167.393,19135.5,975.16,83582.8,0.021839,0.021811,-6.56076e-11,-3.20393e-05,242.307,682.612,29912.2
1242000,241.413,0.88338,167.324,19135.5,975.185,83582.7,0.0218389,0.0218108,-4.06394e-11,-3.20393e-05,242.307,682.629,29912.1
1245600,241.413,0.88338,167.318,19135.5,975.209,83582.6,0.0218389,0.0218111,-9.58696e-11,-3.20393e-05,242.308,682.646,29912.1
1249200,241.413,0.883379,167.384,19135.4,975.231,83582.5,0.021839,0.0218111,-9.56565e-11,-3.20393e-05,242.308,682.662,29912.2
1252800,241.413,0.883379,167.378,19135.4,975.255,83582.4,0.021839,0.0218108,-2.68961e-11,-3.20392e-05,242.308,682.678,29912.1
1256400,241.413,0.883379,167.277,19135.4,975.28,83582.3,0.0218389,0.0218109,-6.7256e-11,-3.20392e-05,242.308,682.696,29912
1260000,241.413,0.883379,167.369,19135.4,975.302,83582.1,0.0218389,0.0218112,-1.14784e-10,-3.20392e-05,242.308,682.712,29912.1
1263600,241.413,0.883378,167.383,19135.3,975.326,83582,0.0218389,0.021811,-7.11178e-11,-3.20392e-05,242.308,682.728,29912.1
1267200,241.413,0.883378,167.368,19135.3,975.35,83581.9,0.0218389,0.0218109,-6.21204e-11,-3.20392e-05,242.308,682.745,29912.1
1270800,241.414,0.883378,167.361,19135.3,975.374,83581.8,0.0218389,0.021811,-9.1566e-11,-3.20392e-05,242.308,682.762,29912.1
1274400,241.414,0.883378,167.418,19135.3,975.396,83581.7,0.021839,0.021811,-7.36081e-11,-3.20392e-05,242.308,682.777,29912.1
1278000,241.414,0.883377,167.367,19135.2,975.421,83581.6,0.0218389,0.0218108,-3.98361e-11,-3.20392e-05,242.308,682.795,29912.1
1281600,241.414,0.883377,167.342,19135.2,975.445,83581.5,0.0218389,0.021811,-8.60303e-11,-3.20392e-05,242.309,682.812,29912
1285200,241.414,0.883377,167.403,19135.2,975.468,83581.3,0.0218389,0.0218111,-1.07066e-10,-3.20392e-05,242.309,682.827,29912.1
1288800,241.414,0.883377,167.429,19135.1,975.491,83581.2,0.0218389,0.0218109,-5.3173e-11,-3.20392e-05,242.309,682.844,29912.1
1292400,241.414,0.883376,167.359,19135.1,975.516,83581.1,0.0218389,0.0218108,-5.79231e-11,-3.20392e-05,242.309,682.861,29912
1296000,241.414,0.883376,167.397,19135.1,975.539,83581,0.0218389,0.021811,-1.0133e-10,-3.20392e-05,242.309,682.877,29912
1299600,241.414,0.883376,167.432,19135.1,975.562,83580.9,0.0218389,0.0218109,-6.19709e-11,-3.20391e-05,242.309,682.893,29912.1
1303200,241.414,0.883376,167.375,19135,975.587,83580.8,0.0218389,0.0218108,-5.41082e-11,-3.20391e-05,242.309,682.911,29912
1306800,241.414,0.883375,167.391,19135,975.61,83580.6,0.0218389,0.021811,-9.15074e-11,-3.20391e-05,242.309,682.927,29912
1310400,241.414,0.883375,167.424,19135,975.633,83580.5,0.0218389,0.0218109,-6.86738e-11,-3.20391e-05,242.309,682.943,29912
1314000,241.414,0.883375,167.385,19135,975.657,83580.4,0.0218388,0.0218108,-5.48212e-11,-3.20391e-05,242.309,682.96,29912
1317600,241.414,0.883375,167.384,19134.9,975.681,83580.3,0.0218388,0.021811,-1.11347e-10,-3.20391e-05,242.31,682.977,29912
1321200,241.414,0.883374,167.483,19134.9,975.703,83580.2,0.0218389,0.021811,-8.47781e-11,-3.20391e-05,242.31,682.992,29912.1
1324800,241.415,0.883374,167.418,19134.9,975.728,83580.1,0.0218388,0.0218107,-2.87839e-11,-3.20391e-05,242.31,683.01,29912
1328400,241.415,0.883374,167.38,19134.9,975.752,83580,0.0218388,0.0218109,-8.24425e-11,-3.20391e-05,242.31,683.027,29911.9
1332000,241.415,0.883373,167.445,19134.8,975.775,83579.8,0.0218389,0.0218109,-6.93803e-11,-3.20391e-05,242.31,683.042,29912
1335600,241.415,0.883373,167.375,19134.8,975.8,83579.7,0.0218388,0.0218107,-4.32529e-11,-3.20391e-05,242.31,683.06,29911.9
1339200,241.415,0.883373,167.377,19134.8,975.823,83579.6,0.0218388,0.021811,-1.25287e-10,-3.2039e-05,242.31,683.076,29911.9
1342800,241.415,0.883372,167.507,19134.7,975.845,83579.5,0.0218389,0.021811,-1.035e-10,-3.2039e-05,242.31,683.091,29912
1346400,241.415,0.883372,167.456,19134.7,975.869,83579.4,0.0218388,0.0218106,-1.31179e-11,-3.2039e-05,242.31,683.109,29912
1350000,241.415,0.883372,167.366,19134.7,975.895,83579.3,0.0218388,0.0218108,-8.4482e-11,-3.2039e-05,242.31,683.126,29911.9
1353600,241.415,0.883372,167.488,19134.7,975.916,83579.1,0.0218388,0.021811,-1.07789e-10,-3.2039e-05,242.311,683.141,29912
1357200,241.415,0.883372,167.455,19134.6,975.94,83579,0.0218388,0.0218106,-1.6809e-11,-3.2039e-05,242.311,683.158,29911.9
1360800,241.415,0.883372,167.356,19134.6,975.966,83578.9,0.0218387,0.0218107,-6.86814e-11,-3.2039e-05,242.311,683.176,29911.8
1364400,241.415,0.883371,167.449,19134.6,975.988,83578.8,0.0218388,0.0218109,-9.73573e-11,-3.2039e-05,242.311,683.192,29911.9
1368000,241.415,0.883371,167.42,19134.6,976.012,83578.7,0.0218388,0.0218107,-4.67201e-11,-3.2039e-05,242.311,683.209,29911.9
1371600,241.415,0.883371,167.389,19134.5,976.036,83578.6,0.0218387,0.0218108,-8.99887e-11,-3.2039e-05,242.311,683.226,29911.8
